Country,Year,Population
COM,1989,0.128463186
COM,1990,0.151457504
COM,1991,0.155721539
COM,1992,0.151234511
COM,1993,0.155079083
COM,1994,0.150716994
COM,1995,0.154272035
COM,1996,0.157598741
COM,1997,0.160720227
COM,1998,0.170761664
COM,1999,0.173348486
COM,2000,0.189314418
COM,2001,0.184706272
COM,2002,0.180298132
COM,2003,0.226353755
COM,2004,0.239461311
COM,2005,0.227828399
COM,2006,0.257569541
COM,2007,0.160026184
COM,2008,0.161805094
COM,2009,0.196081111
COM,2010,0.233942107
COM,2011,0.192025124
COM,2012,0.197567789
COM,2013,0.237378287
COM,2014,0.202814119
COM,2015,
COM,2016,
COM,2017,
CPV,1960,0.108753893
CPV,1961,0.106828643
CPV,1962,0.086950542
CPV,1963,0.06762314
CPV,1964,0.131054386
CPV,1965,0.110915706
CPV,1966,0.091762939
CPV,1967,0.073709432
CPV,1968,0.113922232
CPV,1969,0.138424893
CPV,1970,0.13571529
CPV,1971,0.134326281
CPV,1972,0.187603919
CPV,1973,0.228343803
CPV,1974,0.242408885
CPV,1975,0.28267437
CPV,1976,0.268004619
CPV,1977,0.292544068
CPV,1978,0.749873538
CPV,1979,0.88294177
CPV,1980,0.42214563
CPV,1981,0.113178236
CPV,1982,0.123349648
CPV,1983,0.120876295
CPV,1984,0.272597989
CPV,1985,0.267690569
CPV,1986,0.183245207
CPV,1987,0.248309443
CPV,1988,0.222464214
CPV,1989,0.240685713
CPV,1990,0.278873182
CPV,1991,0.282936211
CPV,1992,0.296145813
CPV,1993,0.298118771
CPV,1994,0.299815907
CPV,1995,0.310980734
CPV,1996,0.358632606
CPV,1997,0.359355669
CPV,1998,0.377839228
CPV,1999,0.430111311
CPV,2000,0.497272909
CPV,2001,0.528914892
CPV,2002,0.60831973
CPV,2003,0.669412166
CPV,2004,0.705698963
CPV,2005,0.927245257
CPV,2006,0.983876704
CPV,2007,1.040309351
CPV,2008,0.954553682
CPV,2009,1.055171109
CPV,2010,1.109478009
CPV,2011,1.212548739
CPV,2012,0.984565517
CPV,2013,0.958866077
CPV,2014,0.933403237
CPV,2015,
CPV,2016,
CPV,2017,
CRI,1960,0.368614595
CRI,1961,0.355577072
CRI,1962,0.383956275
CRI,1963,0.405108756
CRI,1964,0.438978531
CRI,1965,0.53287985
CRI,1966,0.605142779
CRI,1967,0.517146296
CRI,1968,0.59406916
CRI,1969,0.638249446
CRI,1970,0.67633187
CRI,1971,0.805505278
CRI,1972,0.905898057
CRI,1973,1.025275298
CRI,1974,0.932175715
CRI,1975,0.972082195
CRI,1976,0.969800562
CRI,1977,1.184282916
CRI,1978,1.289673606
CRI,1979,1.200949498
CRI,1980,1.031353822
CRI,1981,0.91744892
CRI,1982,0.827601731
CRI,1983,0.812708452
CRI,1984,0.752761976
CRI,1985,0.830041246
CRI,1986,0.930828287
CRI,1987,0.960091024
CRI,1988,0.998769594
CRI,1989,0.985088218
CRI,1990,0.954653351
CRI,1991,1.05079938
CRI,1992,1.163996186
CRI,1993,1.183185055
CRI,1994,1.538224124
CRI,1995,1.385990192
CRI,1996,1.320299928
CRI,1997,1.354192887
CRI,1998,1.411368081
CRI,1999,1.434892041
CRI,2000,1.394703986
CRI,2001,1.441368065
CRI,2002,1.556794835
CRI,2003,1.605990202
CRI,2004,1.655258443
CRI,2005,1.616889851
CRI,2006,1.647633189
CRI,2007,1.858899789
CRI,2008,1.835359367
CRI,2009,1.760677795
CRI,2010,1.665175303
CRI,2011,1.682660743
CRI,2012,1.668780062
CRI,2013,1.614402173
CRI,2014,1.630951062
CRI,2015,
CRI,2016,
CRI,2017,
CSS,1960,1.400136055
CSS,1961,2.058175437
CSS,1962,2.701183135
CSS,1963,1.348841193
CSS,1964,2.360304535
CSS,1965,2.598850751
CSS,1966,2.526129484
CSS,1967,2.97282292
CSS,1968,2.934597993
CSS,1969,3.072324505
CSS,1970,4.277616249
CSS,1971,5.051816426
CSS,1972,5.094435988
CSS,1973,6.035122448
CSS,1974,5.733424655
CSS,1975,6.071830486
CSS,1976,6.60958502
CSS,1977,7.26015441
CSS,1978,6.900277803
CSS,1979,6.904033804
CSS,1980,7.064190735
CSS,1981,5.85288577
CSS,1982,5.612787315
CSS,1983,5.022006911
CSS,1984,5.011243711
CSS,1985,5.490510784
CSS,1986,4.752088535
CSS,1987,4.948590648
CSS,1988,4.567353522
CSS,1989,5.000811049
CSS,1990,5.246910878
CSS,1991,5.28404795
CSS,1992,5.542774357
CSS,1993,5.363284509
CSS,1994,5.266637771
CSS,1995,5.354095385
CSS,1996,5.964375269
CSS,1997,5.635280912
CSS,1998,5.744898531
CSS,1999,6.294031469
CSS,2000,6.506692171
CSS,2001,6.924531595
CSS,2002,7.040816801
CSS,2003,7.567341291
CSS,2004,7.776927815
CSS,2005,8.392102287
CSS,2006,9.147516071
CSS,2007,9.293786903
CSS,2008,9.188087709
CSS,2009,8.915001641
CSS,2010,9.27710945
CSS,2011,9.143734221
CSS,2012,8.886377531
CSS,2013,9.138025489
CSS,2014,8.884541385
CSS,2015,
CSS,2016,
CSS,2017,
CUB,1960,1.918450218
CUB,1961,1.671065126
CUB,1962,1.901815231
CUB,1963,1.711636398
CUB,1964,1.835584693
CUB,1965,1.837204614
CUB,1966,1.872286303
CUB,1967,1.905932998
CUB,1968,1.90599878
CUB,1969,2.015669739
CUB,1970,2.142524437
CUB,1971,2.21054512
CUB,1972,2.304546552
CUB,1973,2.440922959
CUB,1974,2.459527493
CUB,1975,2.867647754
CUB,1976,2.852371648
CUB,1977,3.051684747
CUB,1978,3.160115769
CUB,1979,3.243456622
CUB,1980,3.192674723
CUB,1981,3.313362126
CUB,1982,3.481307017
CUB,1983,3.094608534
CUB,1984,3.254777375
CUB,1985,3.230949473
CUB,1986,3.301281549
CUB,1987,3.306152343
CUB,1988,3.433281102
CUB,1989,3.408053338
CUB,1990,3.150989961
CUB,1991,2.786120615
CUB,1992,2.915598587
CUB,1993,2.721848856
CUB,1994,2.971968608
CUB,1995,2.357347848
CUB,1996,2.462952691
CUB,1997,2.238025426
CUB,1998,2.21429973
CUB,1999,2.280074427
CUB,2000,2.339161379
CUB,2001,2.275291775
CUB,2002,2.325789771
CUB,2003,2.266421577
CUB,2004,2.21934889
CUB,2005,2.304659777
CUB,2006,2.426221024
CUB,2007,2.370445059
CUB,2008,2.691785692
CUB,2009,2.641408453
CUB,2010,3.386127443
CUB,2011,3.169444662
CUB,2012,3.176608348
CUB,2013,3.049362141
CUB,2014,3.045210624
CUB,2015,
CUB,2016,
CUB,2017,
CUW,1960,
CUW,1961,
CUW,1962,
CUW,1963,
CUW,1964,
CUW,1965,
CUW,1966,
CUW,1967,
CUW,1968,
CUW,1969,
CUW,1970,
CUW,1971,
CUW,1972,
CUW,1973,
CUW,1974,
CUW,1975,
CUW,1976,
CUW,1977,
CUW,1978,
CUW,1979,
CUW,1980,
CUW,1981,
CUW,1982,
CUW,1983,
CUW,1984,
CUW,1985,
CUW,1986,
CUW,1987,
CUW,1988,
CUW,1989,
CUW,1990,
CUW,1991,
CUW,1992,
CUW,1993,
CUW,1994,
CUW,1995,
CUW,1996,
CUW,1997,
CUW,1998,
CUW,1999,
CUW,2000,
CUW,2001,
CUW,2002,
CUW,2003,
CUW,2004,
CUW,2005,
CUW,2006,
CUW,2007,
CUW,2008,
CUW,2009,
CUW,2010,
CUW,2011,
CUW,2012,39.44566304
CUW,2013,33.89940321
CUW,2014,37.72628905
CUW,2015,
CUW,2016,
CUW,2017,
CYM,1960,1.398728544
CYM,1961,1.370670321
CYM,1962,1.350478763
CYM,1963,1.337182448
CYM,1964,1.325741142
CYM,1965,1.314493966
CYM,1966,2.172136003
CYM,1967,1.721394203
CYM,1968,2.549183177
CYM,1969,4.985159171
CYM,1970,4.010279965
CYM,1971,4.592839996
CYM,1972,5.426696922
CYM,1973,5.440652819
CYM,1974,4.783875457
CYM,1975,4.492404443
CYM,1976,5.068806635
CYM,1977,5.033812586
CYM,1978,6.252984107
CYM,1979,5.935962186
CYM,1980,9.9831704
CYM,1981,9.173506463
CYM,1982,9.296381655
CYM,1983,9.420417737
CYM,1984,9.887828291
CYM,1985,9.873349557
CYM,1986,9.959261271
CYM,1987,10.13885374
CYM,1988,9.924882421
CYM,1989,10.79618102
CYM,1990,9.970251899
CYM,1991,10.35203906
CYM,1992,11.37406948
CYM,1993,11.52098024
CYM,1994,12.07895525
CYM,1995,11.46226951
CYM,1996,11.48124404
CYM,1997,11.43458718
CYM,1998,11.36828299
CYM,1999,10.777708
CYM,2000,11.17156428
CYM,2001,10.83608828
CYM,2002,10.90149314
CYM,2003,10.75530112
CYM,2004,9.768536333
CYM,2005,9.728990992
CYM,2006,9.674881573
CYM,2007,11.11147369
CYM,2008,11.01638136
CYM,2009,10.2688701
CYM,2010,10.04168844
CYM,2011,10.36992524
CYM,2012,9.307268397
CYM,2013,9.172054616
CYM,2014,9.171838032
CYM,2015,
CYM,2016,
CYM,2017,
CYP,1960,1.548904753
CYP,1961,1.501421768
CYP,1962,1.567877983
CYP,1963,1.706871103
CYP,1964,1.730114564
CYP,1965,1.981936981
CYP,1966,2.123861283
CYP,1967,2.306960163
CYP,1968,2.714285714
CYP,1969,2.758812301
CYP,1970,2.778840685
CYP,1971,3.035855162
CYP,1972,3.830484616
CYP,1973,3.937727421
CYP,1974,2.997132355
CYP,1975,3.047579472
CYP,1976,3.747675405
CYP,1977,4.011215155
CYP,1978,4.172176499
CYP,1979,4.416506498
CYP,1980,4.681349448
CYP,1981,4.421643042
CYP,1982,4.484997875
CYP,1983,4.464367786
CYP,1984,4.561958502
CYP,1985,4.408610646
CYP,1986,4.977937533
CYP,1987,5.697846222
CYP,1988,5.606462642
CYP,1989,5.780923621
CYP,1990,5.706562886
CYP,1991,5.988914981
CYP,1992,6.471912007
CYP,1993,6.655456909
CYP,1994,6.741662386
CYP,1995,6.293262441
CYP,1996,6.797248298
CYP,1997,6.575312615
CYP,1998,7.049874327
CYP,1999,6.886143297
CYP,2000,7.347326262
CYP,2001,7.129456764
CYP,2002,7.187870407
CYP,2003,7.798570398
CYP,2004,7.258439643
CYP,2005,7.300757645
CYP,2006,7.449680491
CYP,2007,7.704853381
CYP,2008,7.930294398
CYP,2009,7.386924038
CYP,2010,6.927903563
CYP,2011,6.60156823
CYP,2012,6.096256416
CYP,2013,5.199663256
CYP,2014,5.260352041
CYP,2015,
CYP,2016,
CYP,2017,
CZE,1960,
CZE,1961,
CZE,1962,
CZE,1963,
CZE,1964,
CZE,1965,
CZE,1966,
CZE,1967,
CZE,1968,
CZE,1969,
CZE,1970,
CZE,1971,
CZE,1972,
CZE,1973,
CZE,1974,
CZE,1975,
CZE,1976,
CZE,1977,
CZE,1978,
CZE,1979,
CZE,1980,
CZE,1981,
CZE,1982,
CZE,1983,
CZE,1984,
CZE,1985,
CZE,1986,
CZE,1987,
CZE,1988,
CZE,1989,
CZE,1990,
CZE,1991,
CZE,1992,13.3903072
CZE,1993,12.83965002
CZE,1994,12.16751705
CZE,1995,11.99069327
CZE,1996,12.15467452
CZE,1997,12.36529136
CZE,1998,11.90396015
CZE,1999,10.88847106
CZE,2000,12.07688904
CZE,2001,12.10978725
CZE,2002,11.7437029
CZE,2003,11.97368903
CZE,2004,11.4518445
CZE,2005,11.76245004
CZE,2006,11.92582928
CZE,2007,11.97251522
CZE,2008,11.23377283
CZE,2009,10.30832179
CZE,2010,10.65257862
CZE,2011,10.18548225
CZE,2012,9.611985879
CZE,2013,9.384891603
CZE,2014,9.165978376
CZE,2015,
CZE,2016,
CZE,2017,
DEU,1960,
DEU,1961,
DEU,1962,
DEU,1963,
DEU,1964,
DEU,1965,
DEU,1966,
DEU,1967,
DEU,1968,
DEU,1969,
DEU,1970,
DEU,1971,
DEU,1972,
DEU,1973,
DEU,1974,
DEU,1975,
DEU,1976,
DEU,1977,
DEU,1978,
DEU,1979,
DEU,1980,
DEU,1981,
DEU,1982,
DEU,1983,
DEU,1984,
DEU,1985,
DEU,1986,
DEU,1987,
DEU,1988,
DEU,1989,
DEU,1990,
DEU,1991,11.62264617
DEU,1992,11.06332025
DEU,1993,10.81424893
DEU,1994,10.62839192
DEU,1995,10.57946663
DEU,1996,10.8602336
DEU,1997,10.5111126
DEU,1998,10.42527316
DEU,1999,10.01775877
DEU,2000,10.09563988
DEU,2001,10.3662867
DEU,2002,10.0586725
DEU,2003,9.969354525
DEU,2004,9.898682369
DEU,2005,9.666372234
DEU,2006,9.911476012
DEU,2007,9.488039888
DEU,2008,9.506321178
DEU,2009,8.818595562
DEU,2010,9.279634012
DEU,2011,9.12485921
DEU,2012,9.199299757
DEU,2013,9.39062342
DEU,2014,8.889370395
DEU,2015,
DEU,2016,
DEU,2017,
DJI,1960,0.482292314
DJI,1961,0.497231576
DJI,1962,0.506040083
DJI,1963,0.655940692
DJI,1964,0.78396215
DJI,1965,1.05260823
DJI,1966,1.134129865
DJI,1967,0.669786981
DJI,1968,0.861521266
DJI,1969,0.562697232
DJI,1970,0.872772597
DJI,1971,0.952624991
DJI,1972,1.063942329
DJI,1973,0.942881281
DJI,1974,0.947217335
DJI,1975,0.883287314
DJI,1976,0.796673587
DJI,1977,0.713632383
DJI,1978,0.654804421
DJI,1979,1.080182097
DJI,1980,0.970484177
DJI,1981,0.8019854
DJI,1982,0.904207688
DJI,1983,0.884619682
DJI,1984,0.867037587
DJI,1985,0.844349209
DJI,1986,0.831279533
DJI,1987,0.792735505
DJI,1988,0.658536217
DJI,1989,0.689354171
DJI,1990,0.546573667
DJI,1991,0.513632828
DJI,1992,0.506776641
DJI,1993,0.503957186
DJI,1994,0.489038604
DJI,1995,0.482815345
DJI,1996,0.484237558
DJI,1997,0.493776411
DJI,1998,0.463350631
DJI,1999,0.450453436
DJI,2000,0.475248891
DJI,2001,0.500470172
DJI,2002,0.535636226
DJI,2003,0.555888033
DJI,2004,0.528103722
DJI,2005,0.529037834
DJI,2006,0.515825011
DJI,2007,0.57084366
DJI,2008,0.606017007
DJI,2009,0.552127049
DJI,2010,0.607471574
DJI,2011,0.546278771
DJI,2012,0.586763279
DJI,2013,0.678855968
DJI,2014,0.791961752
DJI,2015,
DJI,2016,
DJI,2017,
DMA,1960,0.183316392
DMA,1961,0.180249705
DMA,1962,0.177487012
DMA,1963,0.233128834
DMA,1964,0.229452805
DMA,1965,0.22552969
DMA,1966,0.221200103
DMA,1967,0.325059835
DMA,1968,0.31868482
DMA,1969,0.261133978
DMA,1970,0.361163874
DMA,1971,0.358660873
DMA,1972,0.357835894
DMA,1973,0.357786017
DMA,1974,0.408539557
DMA,1975,0.406913197
DMA,1976,0.403843507
DMA,1977,0.349661495
DMA,1978,0.34574769
DMA,1979,0.44048048
DMA,1980,0.486894867
DMA,1981,0.486500829
DMA,1982,0.53661035
DMA,1983,0.539647076
DMA,1984,0.592941937
DMA,1985,0.647325611
DMA,1986,0.652803834
DMA,1987,0.658712174
DMA,1988,0.766705695
DMA,1989,0.823559136
DMA,1990,0.827228379
DMA,1991,0.828209254
DMA,1992,0.826715514
DMA,1993,0.8754248
DMA,1994,0.924803497
DMA,1995,1.130394575
DMA,1996,1.030852484
DMA,1997,1.140220203
DMA,1998,1.095561246
DMA,1999,1.154084946
DMA,2000,1.473620759
DMA,2001,1.579015358
DMA,2002,1.47049725
DMA,2003,1.674118671
DMA,2004,1.615211924
DMA,2005,1.661460914
DMA,2006,1.605448614
DMA,2007,2.170739958
DMA,2008,1.857388074
DMA,2009,1.853346249
DMA,2010,1.950531915
DMA,2011,1.789578627
DMA,2012,1.883279662
DMA,2013,1.823370166
DMA,2014,1.864285911
DMA,2015,
DMA,2016,
DMA,2017,
DNK,1960,6.502683093
DNK,1961,6.881260155
DNK,1962,7.945107361
DNK,1963,8.6898313
DNK,1964,9.146392939
DNK,1965,9.316576004
DNK,1966,10.44901166
DNK,1967,10.14930055
DNK,1968,10.96131479
DNK,1969,12.14297486
DNK,1970,12.59965647
DNK,1971,11.49722715
DNK,1972,11.9488346
DNK,1973,11.80161179
DNK,1974,10.91676863
DNK,1975,11.02376646
DNK,1976,11.85490289
DNK,1977,12.15458515
DNK,1978,11.97392623
DNK,1979,12.31219662
DNK,1980,11.78401383
DNK,1981,10.11194239
DNK,1982,10.49196453
DNK,1983,9.810842233
DNK,1984,9.950133216
DNK,1985,11.74744309
DNK,1986,11.50329653
DNK,1987,11.37930503
DNK,1988,10.74325063
DNK,1989,9.505090019
DNK,1990,9.770698699
DNK,1991,11.69331148
DNK,1992,10.5045545
DNK,1993,10.99825503
DNK,1994,11.7169489
DNK,1995,10.92454083
DNK,1996,13.71465193
DNK,1997,11.64768852
DNK,1998,11.22730415
DNK,1999,10.36266364
DNK,2000,9.613175554
DNK,2001,9.875092348
DNK,2002,9.68193193
DNK,2003,10.38827349
DNK,2004,9.362701019
DNK,2005,8.690076931
DNK,2006,10.11291416
DNK,2007,9.20201511
DNK,2008,8.543351098
DNK,2009,8.058895601
DNK,2010,8.40721667
DNK,2011,7.296383208
DNK,2012,6.514800847
DNK,2013,6.862565032
DNK,2014,5.935712482
DNK,2015,
DNK,2016,
DNK,2017,
DOM,1960,0.316155046
DOM,1961,0.302506327
DOM,1962,0.353028929
DOM,1963,0.343658929
DOM,1964,0.465454891
DOM,1965,0.398941672
DOM,1966,0.417894349
DOM,1967,0.380468977
DOM,1968,0.553066629
DOM,1969,0.606689954
DOM,1970,0.690547919
DOM,1971,0.760937217
DOM,1972,0.982245762
DOM,1973,1.220224378
DOM,1974,1.278470867
DOM,1975,1.231130684
DOM,1976,1.199250368
DOM,1977,1.037383046
DOM,1978,0.982979217
DOM,1979,1.199736043
DOM,1980,1.111600616
DOM,1981,1.037738633
DOM,1982,1.04300555
DOM,1983,1.273301381
DOM,1984,1.171994901
DOM,1985,1.124029105
DOM,1986,1.23459219
DOM,1987,1.441945628
DOM,1988,1.424662293
DOM,1989,1.471915623
DOM,1990,1.284840277
DOM,1991,1.371066238
DOM,1992,1.46266565
DOM,1993,1.545528489
DOM,1994,1.609061051
DOM,1995,2.012746149
DOM,1996,2.157968757
DOM,1997,2.205103784
DOM,1998,2.217515361
DOM,1999,2.202171949
DOM,2000,2.311301258
DOM,2001,2.278507636
DOM,2002,2.415109906
DOM,2003,2.399070559
DOM,2004,2.011351755
DOM,2005,2.017778384
DOM,2006,2.111060875
DOM,2007,2.227743225
DOM,2008,2.149242258
DOM,2009,2.070810108
DOM,2010,2.123958664
DOM,2011,2.117090045
DOM,2012,2.178544552
DOM,2013,2.085432517
DOM,2014,2.069986634
DOM,2015,
DOM,2016,
DOM,2017,
DZA,1960,0.553763777
DZA,1961,0.531809994
DZA,1962,0.484953619
DZA,1963,0.452824232
DZA,1964,0.45956903
DZA,1965,0.522448569
DZA,1966,0.649480708
DZA,1967,0.632118427
DZA,1968,0.659262359
DZA,1969,0.797205587
DZA,1970,1.036082596
DZA,1971,1.247898461
DZA,1972,1.843623954
DZA,1973,2.424182387
DZA,1974,1.963829943
DZA,1975,1.916994148
DZA,1976,2.278670704
DZA,1977,2.368082096
DZA,1978,3.433371663
DZA,1979,2.43173222
DZA,1980,3.439877979
DZA,1981,2.328503328
DZA,1982,1.908557235
DZA,1983,2.479008883
DZA,1984,3.247629826
DZA,1985,3.225498069
DZA,1986,3.281974713
DZA,1987,3.517072592
DZA,1988,3.413726625
DZA,1989,3.169213022
DZA,1990,2.970409071
DZA,1991,2.976897628
DZA,1992,2.948322021
DZA,1993,2.958673674
DZA,1994,3.046884957
DZA,1995,3.296891314
DZA,1996,3.301388016
DZA,1997,2.922376836
DZA,1998,3.527173598
DZA,1999,2.991826199
DZA,2000,2.817543547
DZA,2001,2.665851517
DZA,2002,2.810044593
DZA,2003,2.826112964
DZA,2004,2.69593129
DZA,2005,3.22268315
DZA,2006,2.992187469
DZA,2007,3.189641475
DZA,2008,3.161381458
DZA,2009,3.423011434
DZA,2010,3.299703688
DZA,2011,3.291376176
DZA,2012,3.46026581
DZA,2013,3.507310029
DZA,2014,3.717409901
DZA,2015,
DZA,2016,
DZA,2017,
EAP,1960,0.953958598
EAP,1961,0.697259817
EAP,1962,0.562846713
EAP,1963,0.545589701
EAP,1964,0.539716613
EAP,1965,0.572667107
EAP,1966,0.614589484
EAP,1967,0.519961073
EAP,1968,0.553267696
EAP,1969,0.649738073
EAP,1970,0.8194664
EAP,1971,0.897581725
EAP,1972,0.928058956
EAP,1973,0.950044904
EAP,1974,0.943378116
EAP,1975,1.059307335
EAP,1976,1.090534538
EAP,1977,1.183519425
EAP,1978,1.294861083
EAP,1979,1.306338653
EAP,1980,1.269208489
EAP,1981,1.241722365
EAP,1982,1.317973216
EAP,1983,1.367081827
EAP,1984,1.450124352
EAP,1985,1.543041863
EAP,1986,1.59276607
EAP,1987,1.668880952
EAP,1988,1.75970476
EAP,1989,1.763931242
EAP,1990,1.785121568
EAP,1991,1.869500576
EAP,1992,1.947347484
EAP,1993,2.065254013
EAP,1994,2.162619579
EAP,1995,2.327217871
EAP,1996,2.417185586
EAP,1997,2.421331343
EAP,1998,2.257171789
EAP,1999,2.251890412
EAP,2000,2.311330946
EAP,2001,2.368862027
EAP,2002,2.561298583
EAP,2003,2.942778456
EAP,2004,3.322252677
EAP,2005,3.661560575
EAP,2006,3.965616652
EAP,2007,4.221086764
EAP,2008,4.502656666
EAP,2009,4.726377843
EAP,2010,5.106044509
EAP,2011,5.641636355
EAP,2012,5.773224485
EAP,2013,5.790459749
EAP,2014,5.775478345
EAP,2015,
EAP,2016,
EAP,2017,
EAR,1960,0.594496939
EAR,1961,0.604617141
EAR,1962,0.624585118
EAR,1963,0.63901479
EAR,1964,0.665421337
EAR,1965,0.696277982
EAR,1966,0.714177884
EAR,1967,0.75745364
EAR,1968,0.818719261
EAR,1969,0.839627835
EAR,1970,0.880836808
EAR,1971,0.91684873
EAR,1972,0.935031372
EAR,1973,1.00390267
EAR,1974,1.017349984
EAR,1975,1.014803576
EAR,1976,1.07673218
EAR,1977,1.126277245
EAR,1978,1.154109104
EAR,1979,1.189812143
EAR,1980,1.216835468
EAR,1981,1.232074504
EAR,1982,1.255355323
EAR,1983,1.256449483
EAR,1984,1.268537688
EAR,1985,1.303694073
EAR,1986,1.336540292
EAR,1987,1.357853583
EAR,1988,1.391772775
EAR,1989,1.42435037
EAR,1990,1.403256019
EAR,1991,1.482158444
EAR,1992,1.496529223
EAR,1993,1.538628344
EAR,1994,1.561418692
EAR,1995,1.554205052
EAR,1996,1.60394211
EAR,1997,1.616229678
EAR,1998,1.628346336
EAR,1999,1.678960784
EAR,2000,1.712111905
EAR,2001,1.703397113
EAR,2002,1.70594111
EAR,2003,1.765356538
EAR,2004,1.82510642
EAR,2005,1.858684133
EAR,2006,1.930220138
EAR,2007,1.97591264
EAR,2008,2.079574725
EAR,2009,2.128522377
EAR,2010,2.119826541
EAR,2011,2.201370084
EAR,2012,2.295942682
EAR,2013,2.210865063
EAR,2014,2.295302152
EAR,2015,
EAR,2016,
EAR,2017,
EAS,1960,1.163592595
EAS,1961,0.9977325
EAS,1962,0.896531078
EAS,1963,0.915106587
EAS,1964,0.943019897
EAS,1965,0.999102112
EAS,1966,1.055654711
EAS,1967,1.039460503
EAS,1968,1.125185784
EAS,1969,1.280182083
EAS,1970,1.529197637
EAS,1971,1.607803236
EAS,1972,1.671210372
EAS,1973,1.742000309
EAS,1974,1.719991851
EAS,1975,1.782047392
EAS,1976,1.842492127
EAS,1977,1.949546063
EAS,1978,2.0375746
EAS,1979,2.086140441
EAS,1980,2.04969871
EAS,1981,1.998563635
EAS,1982,2.040096547
EAS,1983,2.068590886
EAS,1984,2.179343483
EAS,1985,2.246970521
EAS,1986,2.288079728
EAS,1987,2.355175039
EAS,1988,2.502595633
EAS,1989,2.540680081
EAS,1990,2.582395587
EAS,1991,2.65922431
EAS,1992,2.754950369
EAS,1993,2.874340171
EAS,1994,3.000948728
EAS,1995,3.152599881
EAS,1996,3.264263937
EAS,1997,3.283384708
EAS,1998,3.079585439
EAS,1999,3.112951498
EAS,2000,3.198353898
EAS,2001,3.234830716
EAS,2002,3.424462539
EAS,2003,3.762864184
EAS,2004,4.119962702
EAS,2005,4.398084212
EAS,2006,4.67111039
EAS,2007,4.918764805
EAS,2008,5.155115078
EAS,2009,5.305296112
EAS,2010,5.701783623
EAS,2011,6.190024193
EAS,2012,6.307091841
EAS,2013,6.330448653
EAS,2014,6.293526114
EAS,2015,
EAS,2016,
EAS,2017,
ECA,1960,
ECA,1961,
ECA,1962,
ECA,1963,
ECA,1964,
ECA,1965,
ECA,1966,
ECA,1967,
ECA,1968,
ECA,1969,
ECA,1970,
ECA,1971,
ECA,1972,
ECA,1973,
ECA,1974,
ECA,1975,
ECA,1976,
ECA,1977,
ECA,1978,
ECA,1979,
ECA,1980,
ECA,1981,
ECA,1982,
ECA,1983,
ECA,1984,
ECA,1985,
ECA,1986,
ECA,1987,
ECA,1988,
ECA,1989,
ECA,1990,
ECA,1991,
ECA,1992,9.67465803
ECA,1993,8.857382108
ECA,1994,7.74510445
ECA,1995,7.500491285
ECA,1996,7.324759431
ECA,1997,6.847887159
ECA,1998,6.739063232
ECA,1999,6.76544604
ECA,2000,6.859211287
ECA,2001,6.86405836
ECA,2002,6.911233557
ECA,2003,7.213577761
ECA,2004,7.290098345
ECA,2005,7.33101909
ECA,2006,7.602230512
ECA,2007,7.698072143
ECA,2008,7.818031976
ECA,2009,7.082828235
ECA,2010,7.553130397
ECA,2011,7.881542835
ECA,2012,7.99726455
ECA,2013,7.732164517
ECA,2014,7.421190265
ECA,2015,
ECA,2016,
ECA,2017,
ECS,1960,
ECS,1961,
ECS,1962,
ECS,1963,
ECS,1964,
ECS,1965,
ECS,1966,
ECS,1967,
ECS,1968,
ECS,1969,
ECS,1970,
ECS,1971,
ECS,1972,
ECS,1973,
ECS,1974,
ECS,1975,
ECS,1976,
ECS,1977,
ECS,1978,
ECS,1979,
ECS,1980,
ECS,1981,
ECS,1982,
ECS,1983,
ECS,1984,
ECS,1985,
ECS,1986,
ECS,1987,
ECS,1988,
ECS,1989,
ECS,1990,
ECS,1991,
ECS,1992,8.99702232
ECS,1993,8.531442331
ECS,1994,7.975212712
ECS,1995,7.912395814
ECS,1996,7.955173595
ECS,1997,7.646223771
ECS,1998,7.617161324
ECS,1999,7.55358007
ECS,2000,7.604236011
ECS,2001,7.68972234
ECS,2002,7.66123339
ECS,2003,7.862515953
ECS,2004,7.889590063
ECS,2005,7.868362661
ECS,2006,7.999938639
ECS,2007,7.936460424
ECS,2008,7.890886657
ECS,2009,7.216632352
ECS,2010,7.540718572
ECS,2011,7.498987473
ECS,2012,7.472226024
ECS,2013,7.288579596
ECS,2014,6.915991233
ECS,2015,
ECS,2016,
ECS,2017,
ECU,1960,0.388033791
ECU,1961,0.352048886
ECU,1962,0.325336544
ECU,1963,0.362722416
ECU,1964,0.420670352
ECU,1965,0.433743883
ECU,1966,0.447717542
ECU,1967,0.465781971
ECU,1968,0.543884335
ECU,1969,0.609110917
ECU,1970,0.705316913
ECU,1971,0.676027452
ECU,1972,0.714723527
ECU,1973,0.795857812
ECU,1974,0.89595505
ECU,1975,1.053803344
ECU,1976,1.129816577
ECU,1977,1.014932127
ECU,1978,1.37682745
ECU,1979,1.565373625
ECU,1980,1.685365097
ECU,1981,2.039812816
ECU,1982,2.298172035
ECU,1983,2.272324773
ECU,1984,2.409134052
ECU,1985,2.148074078
ECU,1986,1.647457874
ECU,1987,1.590400762
ECU,1988,1.773411837
ECU,1989,2.031346415
ECU,1990,1.646869557
ECU,1991,1.577081423
ECU,1992,2.081205403
ECU,1993,2.210338829
ECU,1994,1.219333417
ECU,1995,1.996554109
ECU,1996,2.070547565
ECU,1997,1.539679646
ECU,1998,1.84648038
