Country,Year,Population
LCA,1972,0.723376074
LCA,1973,0.750693243
LCA,1974,0.675745402
LCA,1975,0.701536864
LCA,1976,0.758407669
LCA,1977,0.617498737
LCA,1978,0.86436017
LCA,1979,1.292862671
LCA,1980,0.963470552
LCA,1981,0.797213907
LCA,1982,0.938285158
LCA,1983,0.836532508
LCA,1984,0.913303018
LCA,1985,1.015243082
LCA,1986,1.026380239
LCA,1987,1.119404124
LCA,1988,1.235761946
LCA,1989,1.213738268
LCA,1990,1.167623114
LCA,1991,1.203530352
LCA,1992,1.421067465
LCA,1993,1.558088671
LCA,1994,1.792512066
LCA,1995,2.11973967
LCA,1996,2.190296905
LCA,1997,2.038759382
LCA,1998,2.010849768
LCA,1999,2.055970149
LCA,2000,2.102784981
LCA,2001,2.290949364
LCA,2002,2.04279464
LCA,2003,2.232461344
LCA,2004,2.192276165
LCA,2005,2.239881745
LCA,2006,2.216955752
LCA,2007,2.301629525
LCA,2008,2.340361659
LCA,2009,2.251377016
LCA,2010,2.33729285
LCA,2011,2.341553914
LCA,2012,2.3281208
LCA,2013,2.31718661
LCA,2014,2.307191321
LCA,2015,
LCA,2016,
LCA,2017,
LCN,1960,1.321264776
LCN,1961,1.314370297
LCN,1962,1.356282076
LCN,1963,1.32041486
LCN,1964,1.39090814
LCN,1965,1.402397037
LCN,1966,1.437447157
LCN,1967,1.50369228
LCN,1968,1.563816382
LCN,1969,1.649772115
LCN,1970,1.774857983
LCN,1971,1.82563003
LCN,1972,1.869040221
LCN,1973,1.990919581
LCN,1974,2.056217075
LCN,1975,2.045360255
LCN,1976,2.092990194
LCN,1977,2.139189582
LCN,1978,2.252966029
LCN,1979,2.3586849
LCN,1980,2.42447274
LCN,1981,2.348245945
LCN,1982,2.358461966
LCN,1983,2.215289242
LCN,1984,2.184164302
LCN,1985,2.201774008
LCN,1986,2.240467919
LCN,1987,2.307086769
LCN,1988,2.317357606
LCN,1989,2.407590006
LCN,1990,2.275302602
LCN,1991,2.275414393
LCN,1992,2.278813433
LCN,1993,2.320139797
LCN,1994,2.363997404
LCN,1995,2.34779288
LCN,1996,2.421621614
LCN,1997,2.514923297
LCN,1998,2.630645359
LCN,1999,2.63886272
LCN,2000,2.585980376
LCN,2001,2.610175679
LCN,2002,2.606269906
LCN,2003,2.635367539
LCN,2004,2.61897329
LCN,2005,2.723219279
LCN,2006,2.769717425
LCN,2007,2.783861668
LCN,2008,2.888649957
LCN,2009,2.792732554
LCN,2010,2.90513625
LCN,2011,2.930914491
LCN,2012,3.02585131
LCN,2013,3.036040096
LCN,2014,3.063307099
LCN,2015,
LCN,2016,
LCN,2017,
LDC,1960,0.102622311
LDC,1961,0.0975139
LDC,1962,0.106624608
LDC,1963,0.100543828
LDC,1964,0.108901277
LDC,1965,0.120821878
LDC,1966,0.1213787
LDC,1967,0.124382329
LDC,1968,0.1628656
LDC,1969,0.154666046
LDC,1970,0.156031524
LDC,1971,0.156362692
LDC,1972,0.153675926
LDC,1973,0.163863244
LDC,1974,0.159238604
LDC,1975,0.151148363
LDC,1976,0.142353093
LDC,1977,0.144014422
LDC,1978,0.148069347
LDC,1979,0.154612068
LDC,1980,0.157559203
LDC,1981,0.153048969
LDC,1982,0.150399232
LDC,1983,0.151213576
LDC,1984,0.152561917
LDC,1985,0.155478799
LDC,1986,0.152733146
LDC,1987,0.156170446
LDC,1988,0.159797165
LDC,1989,0.154960347
LDC,1990,0.150132952
LDC,1991,0.144642964
LDC,1992,0.144684912
LDC,1993,0.138668307
LDC,1994,0.13678897
LDC,1995,0.161042629
LDC,1996,0.162220222
LDC,1997,0.161960579
LDC,1998,0.154072584
LDC,1999,0.162456058
LDC,2000,0.166976484
LDC,2001,0.175880211
LDC,2002,0.182235366
LDC,2003,0.185154906
LDC,2004,0.209194201
LDC,2005,0.211198028
LDC,2006,0.2235639
LDC,2007,0.230223596
LDC,2008,0.238035626
LDC,2009,0.251513588
LDC,2010,0.269364192
LDC,2011,0.278625092
LDC,2012,0.278405674
LDC,2013,0.294525992
LDC,2014,0.314163047
LDC,2015,
LDC,2016,
LDC,2017,
LIC,1960,
LIC,1961,
LIC,1962,
LIC,1963,
LIC,1964,0.228569816
LIC,1965,0.245087224
LIC,1966,0.261871531
LIC,1967,0.241148188
LIC,1968,0.35099073
LIC,1969,0.320578687
LIC,1970,0.309032884
LIC,1971,0.337140296
LIC,1972,0.305905868
LIC,1973,0.330197821
LIC,1974,0.329227265
LIC,1975,0.330183033
LIC,1976,0.350296395
LIC,1977,0.345120447
LIC,1978,0.348737068
LIC,1979,0.405429215
LIC,1980,0.391676883
LIC,1981,0.415203112
LIC,1982,0.387429975
LIC,1983,0.417644906
LIC,1984,0.44184108
LIC,1985,0.422116484
LIC,1986,0.432269904
LIC,1987,0.46699335
LIC,1988,0.470683589
LIC,1989,0.454278296
LIC,1990,0.440647054
LIC,1991,0.450235323
LIC,1992,0.44279388
LIC,1993,0.427526256
LIC,1994,0.40998395
LIC,1995,0.385955216
LIC,1996,0.388170605
LIC,1997,0.375318743
LIC,1998,0.39388133
LIC,1999,0.412636323
LIC,2000,0.407045869
LIC,2001,0.402802592
LIC,2002,0.364133503
LIC,2003,0.396311343
LIC,2004,0.387938287
LIC,2005,0.392132958
LIC,2006,0.395533282
LIC,2007,0.391635458
LIC,2008,0.40195478
LIC,2009,0.387771546
LIC,2010,0.387171698
LIC,2011,0.352098092
LIC,2012,0.325237326
LIC,2013,0.315277065
LIC,2014,0.320595161
LIC,2015,
LIC,2016,
LIC,2017,
LIE,1960,
LIE,1961,
LIE,1962,
LIE,1963,
LIE,1964,
LIE,1965,
LIE,1966,
LIE,1967,
LIE,1968,
LIE,1969,
LIE,1970,
LIE,1971,
LIE,1972,
LIE,1973,
LIE,1974,
LIE,1975,
LIE,1976,
LIE,1977,
LIE,1978,
LIE,1979,
LIE,1980,
LIE,1981,
LIE,1982,
LIE,1983,
LIE,1984,
LIE,1985,
LIE,1986,
LIE,1987,
LIE,1988,
LIE,1989,
LIE,1990,
LIE,1991,
LIE,1992,
LIE,1993,
LIE,1994,
LIE,1995,
LIE,1996,
LIE,1997,
LIE,1998,
LIE,1999,
LIE,2000,
LIE,2001,
LIE,2002,
LIE,2003,
LIE,2004,
LIE,2005,
LIE,2006,
LIE,2007,1.764877414
LIE,2008,1.75400242
LIE,2009,1.435385562
LIE,2010,1.527789351
LIE,2011,1.314554379
LIE,2012,1.304446573
LIE,2013,1.393766629
LIE,2014,1.185229079
LIE,2015,
LIE,2016,
LIE,2017,
LKA,1960,0.228758555
LKA,1961,0.231008779
LKA,1962,0.247603019
LKA,1963,0.239102828
LKA,1964,0.209543263
LKA,1965,0.239277847
LKA,1966,0.233926382
LKA,1967,0.252903928
LKA,1968,0.271547465
LKA,1969,0.353642023
LKA,1970,0.288114472
LKA,1971,0.250836495
LKA,1972,0.272438631
LKA,1973,0.278371399
LKA,1974,0.217271741
LKA,1975,0.210606768
LKA,1976,0.200192081
LKA,1977,0.204503354
LKA,1978,0.237429142
LKA,1979,0.258871441
LKA,1980,0.226811829
LKA,1981,0.264099832
LKA,1982,0.290237358
LKA,1983,0.31058088
LKA,1984,0.243448703
LKA,1985,0.244545296
LKA,1986,0.225658637
LKA,1987,0.244717111
LKA,1988,0.206785032
LKA,1989,0.203594672
LKA,1990,0.223239992
LKA,1991,0.238130011
LKA,1992,0.292274624
LKA,1993,0.281233992
LKA,1994,0.305341073
LKA,1995,0.323550767
LKA,1996,0.384421722
LKA,1997,0.412218599
LKA,1998,0.421383016
LKA,1999,0.461588862
LKA,2000,0.545112224
LKA,2001,0.552190884
LKA,2002,0.580084526
LKA,2003,0.576519907
LKA,2004,0.634873861
LKA,2005,0.619788678
LKA,2006,0.608862738
LKA,2007,0.623605804
LKA,2008,0.612029771
LKA,2009,0.656312556
LKA,2010,0.656664382
LKA,2011,0.745132332
LKA,2012,0.784926512
LKA,2013,0.752460918
LKA,2014,0.885545809
LKA,2015,
LKA,2016,
LKA,2017,
LMC,1960,0.374625573
LMC,1961,0.39712957
LMC,1962,0.418144845
LMC,1963,0.441332119
LMC,1964,0.446045315
LMC,1965,0.480002976
LMC,1966,0.493412296
LMC,1967,0.489929638
LMC,1968,0.515951615
LMC,1969,0.533332786
LMC,1970,0.558526474
LMC,1971,0.580851375
LMC,1972,0.601415022
LMC,1973,0.627870137
LMC,1974,0.643002098
LMC,1975,0.650801055
LMC,1976,0.666295647
LMC,1977,0.70200273
LMC,1978,0.712029646
LMC,1979,0.749671013
LMC,1980,0.760756694
LMC,1981,0.78015548
LMC,1982,0.79079193
LMC,1983,0.802655369
LMC,1984,0.810126203
LMC,1985,0.8495019
LMC,1986,0.874592201
LMC,1987,0.889063054
LMC,1988,0.933891988
LMC,1989,0.933494612
LMC,1990,0.971687795
LMC,1991,1.019352407
LMC,1992,1.070132332
LMC,1993,1.03021431
LMC,1994,0.976796138
LMC,1995,0.996847049
LMC,1996,1.02840686
LMC,1997,1.01809725
LMC,1998,0.985401358
LMC,1999,1.014940558
LMC,2000,1.051273791
LMC,2001,1.056042396
LMC,2002,1.064725488
LMC,2003,1.101684238
LMC,2004,1.136973324
LMC,2005,1.156259956
LMC,2006,1.181596245
LMC,2007,1.230762198
LMC,2008,1.300886866
LMC,2009,1.334985377
LMC,2010,1.33806101
LMC,2011,1.443258979
LMC,2012,1.5111332
LMC,2013,1.439163445
LMC,2014,1.474025205
LMC,2015,
LMC,2016,
LMC,2017,
LMY,1960,1.036100474
LMY,1961,0.885172107
LMY,1962,0.828066406
LMY,1963,0.837789648
LMY,1964,0.857890302
LMY,1965,0.909843127
LMY,1966,0.959611083
LMY,1967,0.92084489
LMY,1968,0.986645633
LMY,1969,1.069263277
LMY,1970,1.200483463
LMY,1971,1.279893715
LMY,1972,1.320694825
LMY,1973,1.384207911
LMY,1974,1.402802775
LMY,1975,1.480859894
LMY,1976,1.540516272
LMY,1977,1.613700708
LMY,1978,1.711626295
LMY,1979,1.749602661
LMY,1980,1.725742029
LMY,1981,1.705404941
LMY,1982,1.772042395
LMY,1983,1.80187199
LMY,1984,1.85685463
LMY,1985,1.937600948
LMY,1986,1.983832185
LMY,1987,2.04885356
LMY,1988,2.122602331
LMY,1989,2.144472888
LMY,1990,2.102650647
LMY,1991,2.147651573
LMY,1992,2.187096499
LMY,1993,2.163809369
LMY,1994,2.109982251
LMY,1995,2.152182087
LMY,1996,2.176699948
LMY,1997,2.139070779
LMY,1998,2.082955709
LMY,1999,2.090130869
LMY,2000,2.115230242
LMY,2001,2.132406833
LMY,2002,2.191592241
LMY,2003,2.365131904
LMY,2004,2.515936627
LMY,2005,2.648158776
LMY,2006,2.78450366
LMY,2007,2.885611483
LMY,2008,3.027956297
LMY,2009,3.061183413
LMY,2010,3.214139688
LMY,2011,3.425603087
LMY,2012,3.505895782
LMY,2013,3.479115757
LMY,2014,3.476109545
LMY,2015,
LMY,2016,
LMY,2017,
LSO,1960,
LSO,1961,
LSO,1962,
LSO,1963,
LSO,1964,
LSO,1965,
LSO,1966,
LSO,1967,
LSO,1968,
LSO,1969,
LSO,1970,
LSO,1971,
LSO,1972,
LSO,1973,
LSO,1974,
LSO,1975,
LSO,1976,
LSO,1977,
LSO,1978,
LSO,1979,
LSO,1980,
LSO,1981,
LSO,1982,
LSO,1983,
LSO,1984,
LSO,1985,
LSO,1986,
LSO,1987,
LSO,1988,
LSO,1989,
LSO,1990,0.919071685
LSO,1991,0.935529578
LSO,1992,0.952426968
LSO,1993,0.961843419
LSO,1994,0.967419384
LSO,1995,0.970172463
LSO,1996,0.972519587
LSO,1997,0.978297144
LSO,1998,0.985183187
LSO,1999,0.986835642
LSO,2000,0.99097554
LSO,2001,0.995518981
LSO,2002,1.002380261
LSO,2003,1.007513697
LSO,2004,1.02591833
LSO,2005,1.032643548
LSO,2006,1.037234275
LSO,2007,1.047034057
LSO,2008,1.063467221
LSO,2009,1.098714893
LSO,2010,1.115976518
LSO,2011,1.129856804
LSO,2012,1.151021471
LSO,2013,1.149963563
LSO,2014,1.150111032
LSO,2015,
LSO,2016,
LSO,2017,
LTE,1960,1.798729253
LTE,1961,1.478285001
LTE,1962,1.344056954
LTE,1963,1.350999815
LTE,1964,1.375742333
LTE,1965,1.436456195
LTE,1966,1.511091963
LTE,1967,1.382361811
LTE,1968,1.460223715
LTE,1969,1.652990052
LTE,1970,1.915123326
LTE,1971,2.061849946
LTE,1972,2.14209007
LTE,1973,2.210493755
LTE,1974,2.209422351
LTE,1975,2.404300222
LTE,1976,2.487872562
LTE,1977,2.622159316
LTE,1978,2.815402339
LTE,1979,2.849587823
LTE,1980,2.811022426
LTE,1981,2.67612667
LTE,1982,2.76914999
LTE,1983,2.832727624
LTE,1984,2.957416741
LTE,1985,3.111741861
LTE,1986,3.20783551
LTE,1987,3.333630076
LTE,1988,3.436090378
LTE,1989,3.441776397
LTE,1990,3.369666133
LTE,1991,3.40530805
LTE,1992,3.50685464
LTE,1993,3.490523626
LTE,1994,3.417748368
LTE,1995,3.509930402
LTE,1996,3.552156159
LTE,1997,3.486448382
LTE,1998,3.358733947
LTE,1999,3.336281866
LTE,2000,3.400850155
LTE,2001,3.450975118
LTE,2002,3.605369779
LTE,2003,3.990020597
LTE,2004,4.347365455
LTE,2005,4.679370052
LTE,2006,5.019740118
LTE,2007,5.257957345
LTE,2008,5.546243471
LTE,2009,5.627975092
LTE,2010,6.07649558
LTE,2011,6.553190673
LTE,2012,6.703500442
LTE,2013,6.770293603
LTE,2014,6.744760566
LTE,2015,
LTE,2016,
LTE,2017,
LTU,1960,
LTU,1961,
LTU,1962,
LTU,1963,
LTU,1964,
LTU,1965,
LTU,1966,
LTU,1967,
LTU,1968,
LTU,1969,
LTU,1970,
LTU,1971,
LTU,1972,
LTU,1973,
LTU,1974,
LTU,1975,
LTU,1976,
LTU,1977,
LTU,1978,
LTU,1979,
LTU,1980,
LTU,1981,
LTU,1982,
LTU,1983,
LTU,1984,
LTU,1985,
LTU,1986,
LTU,1987,
LTU,1988,
LTU,1989,
LTU,1990,
LTU,1991,
LTU,1992,5.985945298
LTU,1993,4.750772617
LTU,1994,4.746758126
LTU,1995,4.46514675
LTU,1996,4.367884612
LTU,1997,4.290482015
LTU,1998,4.563434349
LTU,1999,3.885259168
LTU,2000,3.475729068
LTU,2001,3.712622788
LTU,2002,3.817099115
LTU,2003,3.754816757
LTU,2004,3.922093528
LTU,2005,4.184042091
LTU,2006,4.329871871
LTU,2007,4.693696086
LTU,2008,4.69291649
LTU,2009,3.958100057
LTU,2010,4.348616303
LTU,2011,4.553301311
LTU,2012,4.629509672
LTU,2013,4.273657237
LTU,2014,4.378090123
LTU,2015,
LTU,2016,
LTU,2017,
LUX,1960,36.6851833
LUX,1961,36.58377756
LUX,1962,36.01262666
LUX,1963,35.32358531
LUX,1964,37.54828986
LUX,1965,36.81380392
LUX,1966,34.80352506
LUX,1967,33.91204645
LUX,1968,36.53351794
LUX,1969,39.0929363
LUX,1970,40.53289639
LUX,1971,38.55254205
LUX,1972,38.93410271
LUX,1973,40.43169639
LUX,1974,40.5895226
LUX,1975,32.99738125
LUX,1976,32.82430121
LUX,1977,30.24053709
LUX,1978,32.7288616
LUX,1979,33.41022885
LUX,1980,30.28056845
LUX,1981,25.81383257
LUX,1982,24.23766363
LUX,1983,22.67666333
LUX,1984,24.39670435
LUX,1985,24.99959095
LUX,1986,24.45960826
LUX,1987,23.38176129
LUX,1988,23.90988084
LUX,1989,25.613572
LUX,1990,26.19765877
LUX,1991,27.43143411
LUX,1992,26.95725378
LUX,1993,27.14211963
LUX,1994,25.29153813
LUX,1995,20.35302784
LUX,1996,20.37000905
LUX,1997,18.92729765
LUX,1998,17.32046621
LUX,1999,17.85476973
LUX,2000,18.88551226
LUX,2001,19.93273314
LUX,2002,21.1057455
LUX,2003,21.93071098
LUX,2004,24.5990264
LUX,2005,24.82464668
LUX,2006,24.01285765
LUX,2007,22.95728271
LUX,2008,22.38547222
LUX,2009,20.87712517
LUX,2010,21.6351358
LUX,2011,21.10296963
LUX,2012,20.08421949
LUX,2013,18.49831971
LUX,2014,17.36212137
LUX,2015,
LUX,2016,
LUX,2017,
LVA,1960,
LVA,1961,
LVA,1962,
LVA,1963,
LVA,1964,
LVA,1965,
LVA,1966,
LVA,1967,
LVA,1968,
LVA,1969,
LVA,1970,
LVA,1971,
LVA,1972,
LVA,1973,
LVA,1974,
LVA,1975,
LVA,1976,
LVA,1977,
LVA,1978,
LVA,1979,
LVA,1980,
LVA,1981,
LVA,1982,
LVA,1983,
LVA,1984,
LVA,1985,
LVA,1986,
LVA,1987,
LVA,1988,
LVA,1989,
LVA,1990,
LVA,1991,
LVA,1992,5.410019286
LVA,1993,4.688021644
LVA,1994,4.329277649
LVA,1995,3.799723226
LVA,1996,3.723377456
LVA,1997,3.475799381
LVA,1998,3.345920924
LVA,1999,2.836366473
LVA,2000,2.682622965
LVA,2001,2.988928918
LVA,2002,2.992111413
LVA,2003,3.221510038
LVA,2004,3.271442282
LVA,2005,3.352846325
LVA,2006,3.611860039
LVA,2007,3.779785259
LVA,2008,3.629405756
LVA,2009,3.376490018
LVA,2010,3.849593455
LVA,2011,3.541113332
LVA,2012,3.471747548
LVA,2013,3.518240904
LVA,2014,3.498192882
LVA,2015,
LVA,2016,
LVA,2017,
MAC,1960,0.30595485
MAC,1961,0.408723198
MAC,1962,0.541137875
MAC,1963,0.577166893
MAC,1964,0.663065772
MAC,1965,0.649566257
MAC,1966,0.705205539
MAC,1967,0.738586519
MAC,1968,0.723944653
MAC,1969,0.700384484
MAC,1970,0.834103048
MAC,1971,0.914026349
MAC,1972,0.928664172
MAC,1973,0.905809749
MAC,1974,1.095818801
MAC,1975,1.229273925
MAC,1976,1.058297258
MAC,1977,1.301370963
MAC,1978,1.761796444
MAC,1979,1.75969407
MAC,1980,2.217589598
MAC,1981,2.1993534
MAC,1982,1.926781016
MAC,1983,2.613294406
MAC,1984,2.224524161
MAC,1985,2.586209936
MAC,1986,2.964089192
MAC,1987,3.152234206
MAC,1988,3.005578462
MAC,1989,3.095295598
MAC,1990,3.006655327
MAC,1991,3.088968917
MAC,1992,2.984516869
MAC,1993,3.188308199
MAC,1994,3.366623452
MAC,1995,3.194598715
MAC,1996,3.577860949
MAC,1997,3.707508641
MAC,1998,3.80267033
MAC,1999,3.626668641
MAC,2000,3.812838948
MAC,2001,3.85047514
MAC,2002,3.381937019
MAC,2003,3.331122446
MAC,2004,3.640142284
MAC,2005,3.791936323
MAC,2006,3.285522582
MAC,2007,3.04962854
MAC,2008,2.602236229
MAC,2009,3.944039078
MAC,2010,2.622363675
MAC,2011,2.636261714
MAC,2012,2.333713164
MAC,2013,2.05052089
MAC,2014,2.17984276
MAC,2015,
MAC,2016,
MAC,2017,
MAF,1960,
MAF,1961,
MAF,1962,
MAF,1963,
MAF,1964,
MAF,1965,
MAF,1966,
MAF,1967,
MAF,1968,
MAF,1969,
MAF,1970,
MAF,1971,
MAF,1972,
MAF,1973,
MAF,1974,
MAF,1975,
MAF,1976,
MAF,1977,
MAF,1978,
MAF,1979,
MAF,1980,
MAF,1981,
MAF,1982,
MAF,1983,
MAF,1984,
MAF,1985,
MAF,1986,
MAF,1987,
MAF,1988,
MAF,1989,
MAF,1990,
MAF,1991,
MAF,1992,
MAF,1993,
MAF,1994,
MAF,1995,
MAF,1996,
MAF,1997,
MAF,1998,
MAF,1999,
MAF,2000,
MAF,2001,
MAF,2002,
MAF,2003,
MAF,2004,
MAF,2005,
MAF,2006,
MAF,2007,
MAF,2008,
MAF,2009,
MAF,2010,
MAF,2011,
MAF,2012,
MAF,2013,
MAF,2014,
MAF,2015,
MAF,2016,
MAF,2017,
MAR,1960,0.295358036
MAR,1961,0.297155583
MAR,1962,0.235228928
MAR,1963,0.293833791
MAR,1964,0.319142432
MAR,1965,0.299461721
MAR,1966,0.374658439
MAR,1967,0.362265425
MAR,1968,0.367827517
MAR,1969,0.372277747
MAR,1970,0.45585371
MAR,1971,0.501803367
MAR,1972,0.482124202
MAR,1973,0.565455434
MAR,1974,0.639415629
MAR,1975,0.62408439
MAR,1976,0.634096919
MAR,1977,0.681574485
MAR,1978,0.685290601
MAR,1979,0.816583976
MAR,1980,0.796415477
MAR,1981,0.773031223
MAR,1982,0.811677772
MAR,1983,0.826622818
MAR,1984,0.808358347
MAR,1985,0.792710917
MAR,1986,0.820076281
MAR,1987,0.856130834
MAR,1988,0.883777818
MAR,1989,0.93847798
MAR,1990,0.946260352
MAR,1991,0.985754945
MAR,1992,1.009610649
MAR,1993,1.075470386
MAR,1994,1.111497643
MAR,1995,1.121828282
MAR,1996,1.135997232
MAR,1997,1.14506851
MAR,1998,1.1371173
MAR,1999,1.162671642
MAR,2000,1.175234919
MAR,2001,1.292416974
MAR,2002,1.296207204
MAR,2003,1.25858331
MAR,2004,1.435121375
MAR,2005,1.499668721
MAR,2006,1.536323802
MAR,2007,1.609794004
MAR,2008,1.674221754
MAR,2009,1.640583713
MAR,2010,1.726598065
MAR,2011,1.755558226
MAR,2012,1.881915344
MAR,2013,1.746728972
MAR,2014,1.744379974
MAR,2015,
MAR,2016,
MAR,2017,
MCO,1960,
MCO,1961,
MCO,1962,
MCO,1963,
MCO,1964,
MCO,1965,
MCO,1966,
MCO,1967,
MCO,1968,
MCO,1969,
MCO,1970,
MCO,1971,
MCO,1972,
MCO,1973,
MCO,1974,
MCO,1975,
MCO,1976,
MCO,1977,
MCO,1978,
MCO,1979,
MCO,1980,
MCO,1981,
MCO,1982,
MCO,1983,
MCO,1984,
MCO,1985,
MCO,1986,
MCO,1987,
MCO,1988,
MCO,1989,
MCO,1990,
MCO,1991,
MCO,1992,
MCO,1993,
MCO,1994,
MCO,1995,
MCO,1996,
MCO,1997,
MCO,1998,
MCO,1999,
MCO,2000,
MCO,2001,
MCO,2002,
MCO,2003,
MCO,2004,
MCO,2005,
MCO,2006,
MCO,2007,
MCO,2008,
MCO,2009,
MCO,2010,
MCO,2011,
MCO,2012,
MCO,2013,
MCO,2014,
MCO,2015,
MCO,2016,
MCO,2017,
MDA,1960,
MDA,1961,
MDA,1962,
MDA,1963,
MDA,1964,
MDA,1965,
MDA,1966,
MDA,1967,
MDA,1968,
MDA,1969,
MDA,1970,
MDA,1971,
MDA,1972,
MDA,1973,
MDA,1974,
MDA,1975,
MDA,1976,
MDA,1977,
MDA,1978,
MDA,1979,
MDA,1980,
MDA,1981,
MDA,1982,
MDA,1983,
MDA,1984,
MDA,1985,
MDA,1986,
MDA,1987,
MDA,1988,
MDA,1989,
MDA,1990,
MDA,1991,
MDA,1992,5.658816244
MDA,1993,4.222846258
MDA,1994,3.275561907
MDA,1995,3.045274155
MDA,1996,3.141359221
MDA,1997,1.942777204
MDA,1998,1.716679461
MDA,1999,1.234733964
MDA,2000,0.965214233
MDA,2001,1.022913361
MDA,2002,1.100182387
MDA,2003,1.187528267
MDA,2004,1.263730162
MDA,2005,1.361666306
MDA,2006,1.393071924
MDA,2007,1.30813803
MDA,2008,1.338363153
MDA,2009,1.276290637
MDA,2010,1.384630177
MDA,2011,1.415302757
MDA,2012,1.383552384
MDA,2013,1.404532331
MDA,2014,1.386829142
MDA,2015,
MDA,2016,
MDA,2017,
MDG,1960,0.078382774
MDG,1961,0.068095026
MDG,1962,0.073990804
MDG,1963,0.084217123
MDG,1964,0.086049758
MDG,1965,0.096613441
MDG,1966,0.09789249
MDG,1967,0.138866616
MDG,1968,0.146457314
MDG,1969,0.132888863
MDG,1970,0.147766109
MDG,1971,0.151935897
MDG,1972,0.185286801
MDG,1973,0.150425187
MDG,1974,0.16174021
MDG,1975,0.224212304
MDG,1976,0.127839907
MDG,1977,0.105908931
MDG,1978,0.123863791
MDG,1979,0.133783575
MDG,1980,0.185525976
MDG,1981,0.114448837
MDG,1982,0.110000521
MDG,1983,0.068677052
MDG,1984,0.088854961
MDG,1985,0.104943263
MDG,1986,0.110164585
MDG,1987,0.120881549
MDG,1988,0.11785404
MDG,1989,0.082655628
MDG,1990,0.081884908
MDG,1991,0.086587095
MDG,1992,0.081678771
MDG,1993,0.081293065
MDG,1994,0.097101582
MDG,1995,0.093883298
MDG,1996,0.098119443
MDG,1997,0.115010231
MDG,1998,0.11737339
MDG,1999,0.12549245
MDG,2000,0.118846962
MDG,2001,0.107117169
MDG,2002,0.073711326
MDG,2003,0.098470636
MDG,2004,0.101546442
MDG,2005,0.094991068
MDG,2006,0.089148788
MDG,2007,0.093403805
MDG,2008,0.094441924
MDG,2009,0.086107763
MDG,2010,0.09257807
MDG,2011,0.107595267
MDG,2012,0.121103401
MDG,2013,0.135748886
MDG,2014,0.130421321
MDG,2015,
MDG,2016,
MDG,2017,
MDV,1960,
MDV,1961,
MDV,1962,
MDV,1963,
MDV,1964,
MDV,1965,
MDV,1966,
MDV,1967,
MDV,1968,
MDV,1969,
MDV,1970,
MDV,1971,0.030717553
MDV,1972,0.029706499
MDV,1973,0.028695292
MDV,1974,0.027739324
MDV,1975,0.05372146
MDV,1976,0.078207088
MDV,1977,0.101343135
MDV,1978,0.147771539
MDV,1979,0.191256047
MDV,1980,0.27782934
MDV,1981,0.290792082
MDV,1982,0.280483643
MDV,1983,0.291104357
MDV,1984,0.320694386
MDV,1985,0.348064987
MDV,1986,0.4108537
MDV,1987,0.397166263
MDV,1988,0.454258284
MDV,1989,0.575627323
MDV,1990,0.772121049
MDV,1991,0.670343063
MDV,1992,0.978115077
MDV,1993,0.816707155
MDV,1994,0.797068022
MDV,1995,0.981399706
MDV,1996,1.117095405
MDV,1997,1.24881279
MDV,1998,1.116966189
MDV,1999,1.536355489
MDV,2000,1.608654559
MDV,2001,1.609750999
MDV,2002,2.01825094
MDV,2003,1.674490171
MDV,2004,2.149950229
MDV,2005,1.886198547
MDV,2006,2.318681252
MDV,2007,2.324131877
MDV,2008,2.444284083
MDV,2009,2.492932319
MDV,2010,2.56531353
MDV,2011,2.629542746
MDV,2012,2.876986973
MDV,2013,2.749809385
MDV,2014,3.26955985
MDV,2015,
MDV,2016,
MDV,2017,
MEA,1960,0.969322085
MEA,1961,0.991919241
MEA,1962,1.062949576
MEA,1963,1.187549522
MEA,1964,1.344739789
MEA,1965,1.555893946
MEA,1966,1.722312475
MEA,1967,1.782304699
MEA,1968,2.067912678
MEA,1969,2.269235026
MEA,1970,2.329971765
MEA,1971,2.545156434
MEA,1972,2.658806421
MEA,1973,3.059452412
MEA,1974,3.01661722
MEA,1975,2.892714112
MEA,1976,3.318284022
MEA,1977,3.393409834
MEA,1978,3.471104503
MEA,1979,3.54004348
MEA,1980,3.477905324
MEA,1981,3.269868255
MEA,1982,3.197157809
MEA,1983,3.300148124
MEA,1984,3.419322706
MEA,1985,3.505280804
MEA,1986,3.621522883
MEA,1987,3.560182936
MEA,1988,3.691515201
MEA,1989,3.707814107
MEA,1990,3.569396607
MEA,1991,3.806986672
MEA,1992,3.980344783
MEA,1993,4.238926809
MEA,1994,4.33943986
MEA,1995,4.136264811
MEA,1996,4.052912261
MEA,1997,3.85822293
MEA,1998,4.156529511
MEA,1999,4.351312811
MEA,2000,4.644901115
MEA,2001,4.631625284
MEA,2002,4.603452057
MEA,2003,4.816033373
MEA,2004,5.108815409
MEA,2005,5.254239767
MEA,2006,5.450505016
MEA,2007,5.297569033
MEA,2008,5.609736352
MEA,2009,5.744609287
MEA,2010,5.847629161
MEA,2011,5.793991934
MEA,2012,6.099270394
MEA,2013,5.92162696
MEA,2014,6.159356049
MEA,2015,
MEA,2016,
MEA,2017,
MEX,1960,1.653382376
MEX,1961,1.657749762
MEX,1962,1.569744495
MEX,1963,1.58230541
MEX,1964,1.716861248
MEX,1965,1.686277648
MEX,1966,1.758940757
MEX,1967,1.899688259
MEX,1968,1.922298042
