Year,Country,TotalDeaths,TotalAffected,TotalDamage
1993,TWN,85,29,0
1993,TZA,54,201823,3510
1993,UGA,30,0,0
1993,UKR,9,325000,239000
1993,URY,0,2000,0
1993,USA,714,453786,18422500
1993,VEN,171,5915,4500
1993,VNM,379,53807,75000
1993,VUT,4,12005,6000
1993,WLF,5,20,0
1993,YEM,31,21500,1500
1993,ZAF,120,15060,0
1994,AFG,160,100330,0
1994,AGO,300,147,0
1994,ARG,24,0,0
1994,ARM,5,750,0
1994,AUS,59,4011823,227600
1994,AUT,0,0,2000
1994,AZE,32,0,0
1994,BEL,15,299,0
1994,BEN,0,34000,0
1994,BFA,22,66500,0
1994,BGD,730,1054229,127500
1994,BOL,5,215000,0
1994,BRA,170,2029,566000
1994,BTN,39,65600,0
1994,CAN,36,4304,3000
1994,CHE,0,5000,5000
1994,CHL,20,1,0
1994,CHN,4636,226378746,23441300
1994,CIV,16,0,0
1994,CMR,6,0,0
1994,COD,39,50,0
1994,COG,142,16500,0
1994,COL,311,55785,2400
1994,CPV,245,12344,0
1994,CRI,2,2556,4000
1994,CUB,22,149314,101968
1994,DEU,13,0,1438700
1994,DJI,155,120239,2119
1994,DOM,70,0,0
1994,DZA,255,44028,0
1994,ECU,24,90,0
1994,EGY,621,160671,140000
1994,ESP,42,16647,0
1994,EST,912,140,0
1994,ETH,26,43043,3500
1994,FRA,13,410,1.00E+05
1994,GAB,20,0,0
1994,GBR,100,901,236000
1994,GEO,24,16,0
1994,GIN,311,24000,0
1994,GNB,195,8631,0
1994,GRC,24,1000,437700
1994,GTM,10,600,10000
1994,HKG,1,4017,37000
1994,HND,151,15500,10000
1994,HTI,1152,1587000,50000
1994,HUN,31,59,0
1994,IDN,678,3594278,195921
1994,IND,3514,12496863,194100
1994,IRL,29,0,0
1994,IRN,251,111641,143400
1994,IRQ,25,0,0
1994,ITA,99,17707,9300000
1994,JAM,4,0,1000
1994,JOR,32,90,0
1994,JPN,274,1919,176400
1994,KAZ,80,4,0
1994,KEN,1312,7700083,0
1994,KGZ,162,58500,36000
1994,KHM,537,5029000,1.00E+05
1994,KOR,115,519,26011
1994,LAO,500,198000,0
1994,LCA,4,750,0
1994,LKA,0,728150,0
1994,MAR,81,0,0
1994,MDA,50,50580,3.00E+05
1994,MDG,212,540051,10200
1994,MEX,36,75760,0
1994,MMR,144,70061,10000
1994,MNG,5,0,0
1994,MOZ,240,2502000,0
1994,MRT,80,7,0
1994,MUS,2,2300,135400
1994,MYS,72,0,0
1994,NER,60,61992,0
1994,NGA,90,580000,66500
1994,NIC,0,75000,16000
1994,NLD,0,0,2000
1994,NOR,36,0,0
1994,NZL,0,157,1.00E+05
1994,PAK,440,840306,92000
1994,PAN,21,0,0
1994,PER,184,101160,50000
1994,PHL,828,3147807,172655
1994,PNG,44,152062,122000
1994,POL,35,255,1000
1994,PRI,0,0,2000
1994,ROU,2,5406,3000
1994,RUS,703,804137,358000
1994,SAU,182,0,0
1994,SDN,30,5965,0
1994,SEN,0,17500,0
1994,SLV,0,0,1000
1994,SOM,230,17000,0
1994,SYR,46,0,0
1994,TGO,0,11500,0
1994,THA,353,199277,288000
1994,TJK,0,6051,0
1994,TUN,21,89,0
1994,TUR,244,8386,0
1994,TWN,45,588,457000
1994,TZA,83,9647,0
1994,UGA,91,50037,70000
1994,UKR,122,1412,0
1994,USA,546,74781,31587100
1994,VEN,74,533,0
1994,VNM,361,394034,253300
1994,VUT,0,0,0
1994,ZAF,294,13900,0
1995,AFG,381,7674,0
1995,AGO,367,1015,0
1995,ALB,4,3500,0
1995,ANT,2,40000,1.00E+06
1995,ARG,72,33800,0
1995,ATG,2,3702,350000
1995,AUS,9,931869,228700
1995,AUT,6,100,120200
1995,AZE,391,1659103,16200
1995,BEL,22,803,1.00E+05
1995,BEN,20,123000,3100
1995,BFA,0,75590,0
1995,BGD,2556,17113753,1175300
1995,BHS,0,0,400
1995,BLR,13,282,0
1995,BLZ,0,2600,500
1995,BRA,388,148848,3000
1995,BRB,0,0,0
1995,BWA,20,5500,0
1995,CAF,0,3999,0
1995,CAN,4,12136,262800
1995,CHE,0,5,95600
1995,CHL,33,11833,11660
1995,CHN,2886,143224172,7451540
1995,CIV,150,2027,0
1995,CMR,374,4,0
1995,COD,296,0,0
1995,COL,373,104204,104000
1995,CPV,0,6306,0
1995,CRI,0,12848,6300
1995,CUB,26,33344,2000
1995,CYP,2,1865,4340
1995,CZE,18,4,0
1995,DEU,5,30400,756800
1995,DJI,0,775,0
1995,DMA,2,5001,195000
1995,DOM,13,4082,0
1995,DZA,50,0,0
1995,ECU,3,4289,0
1995,EGY,173,3185,0
1995,ERI,33,25,0
1995,ESP,44,70,824300
1995,ETH,160,96465,500
1995,FRA,48,5032,763400
1995,GBR,31,280,694200
1995,GEO,1,300,2200
1995,GHA,145,7.00E+05,12500
1995,GIN,100,0,0
1995,GLP,0,0,50000
1995,GNB,14,0,0
1995,GRC,52,30974,872700
1995,GTM,31,10837,0
1995,GUY,0,200,15000
1995,HKG,18,0,0
1995,HND,37,41020,4000
1995,HTI,47,0,0
1995,HUN,0,0,60000
1995,IDN,278,352740,85400
1995,IND,4201,33864488,313052
1995,IRN,30,6461,95900
1995,IRQ,73,0,0
1995,ISL,34,83,5789
1995,ISR,0,240,82000
1995,ITA,49,0,0
1995,JPN,5313,561127,100100400
1995,KAZ,140,32,3000
1995,KGZ,12,0,0
1995,KNA,0,1800,197000
1995,KOR,667,6312,601000
1995,LAO,60,1591644,0
1995,LBR,9,2359,0
1995,LBY,0,0,42200
1995,LKA,123,120000,400
1995,LUX,0,0,10000
1995,MAR,808,38052,9000
1995,MDG,34,5,0
1995,MEX,375,140525,2590800
1995,MKD,0,1500,245000
1995,MMR,52,41076,0
1995,MNG,41,0,0
1995,MRT,0,600,0
1995,MSR,0,5000,20000
1995,MTQ,0,0,160000
1995,MWI,1,1300,0
1995,MYS,52,3042,18000
1995,NAM,0,163200,0
1995,NER,3022,63691,0
1995,NGA,46,0,0
1995,NIC,56,40491,722
1995,NLD,35,250007,1180000
1995,NOR,1,4000,3.00E+05
1995,NPL,511,14344,1200
1995,NZL,0,70,0
1995,PAK,1206,1855035,0
1995,PAN,2,2624,7000
1995,PER,43,0,0
1995,PHL,1913,3408697,1018436
1995,PNG,15,0,0
1995,POL,21,0,0
1995,PRI,1,98000,3.00E+05
1995,PRK,610068,14200000,1.50E+07
1995,PRY,0,275000,0
1995,ROU,116,5000,3400
1995,RUS,2588,153439,108100
1995,RWA,70,0,0
1995,SCG,10,11,0
1995,SDN,30,0,0
1995,SEN,188,3031,0
1995,SLE,50,0,0
1995,SLV,78,10796,0
1995,SOM,20,8500,0
1995,SVK,11,200,0
1995,SVN,0,0,0
1995,SWE,0,0,30200
1995,SYC,0,0,0
1995,SYR,0,0,35000
1995,TCD,2,80686,0
1995,TGO,3,185000,0
1995,THA,306,4281146,224100
1995,TJK,0,0,0
1995,TUR,293,479119,305300
1995,TWN,76,12,0
1995,TZA,3,21850,0
1995,UKR,204,1705336,0
1995,USA,920,202145,16890000
1995,VEN,0,32280,0
1995,VGB,0,0,10000
1995,VIR,7,10000,936000
1995,VNM,313,423068,107200
1995,YEM,131,0,0
1995,ZAF,341,304523,10000
1995,ZMB,0,1273204,0
1995,ZWE,35,56,0
1996,AFG,130,13230,0
1996,ALB,7,66,0
1996,AUS,48,636289,935833
1996,AUT,0,0,5000
1996,AZO,0,60,66000
1996,BEL,10,60,0
1996,BEN,76,148748,0
1996,BFA,4135,40967,0
1996,BGD,1136,5957110,10000
1996,BGR,0,200,0
1996,BLR,0,0,0
1996,BOL,75,30,0
1996,BRA,409,14327,0
1996,CAF,7,17500,0
1996,CAN,10,12200,729700
1996,CHN,6315,175304799,21432500
1996,CIV,28,0,0
1996,CMR,378,2825,0
1996,COD,749,2454,0
1996,COL,93,183310,0
1996,COM,199,0,40000
1996,CRI,60,736000,450000
1996,CUB,3,347542,13000
1996,CYP,0,280,0
1996,CZE,1,60,36000
1996,DEU,39,62,315200
1996,DJI,0,1.00E+05,0
1996,DOM,256,26000,0
1996,DZA,12,208,0
1996,ECU,87,30745,7000
1996,EGY,159,290,0
1996,ERI,72,0,0
1996,ESP,115,4227,604300
1996,ETH,49,115090,0
1996,FRA,5,1380,6010
1996,GAB,45,15,0
1996,GBR,5,12201,330000
1996,GEO,22,18,0
1996,GHA,411,3757,0
1996,GMB,0,4000,0
1996,GNB,961,26967,0
1996,GRC,20,1500,0
1996,GTM,98,893,500
1996,GUF,0,70000,0
1996,GUY,0,38000,0
1996,HKG,57,80,0
1996,HND,8,75000,32500
1996,HRV,35,2000,0
1996,HTI,245,159,100
1996,HUN,11,220,0
1996,IDN,845,868532,567830
1996,IND,4486,16456095,2272680
1996,IRL,2,0,1000
1996,IRN,58,4085,50230
1996,ISL,0,0,16500
1996,ITA,28,700,32000
1996,JAM,0,800,3000
1996,JPN,51,15949,0
1996,KEN,0,1000,0
1996,KHM,83,1300000,1500
1996,KOR,145,60365,122400
1996,LAO,30,420000,0
1996,LBR,56,0,0
1996,LBY,70,0,0
1996,LCA,0,175,0
1996,LKA,20,10040,0
1996,LSO,0,250,0
1996,MAR,64,60000,55000
1996,MDG,9,1.00E+05,0
1996,MEX,96,29130,2200010
1996,MLI,345,2208,0
1996,MLT,283,0,0
1996,MNG,74,5169,1712800
1996,MOZ,51,2.00E+05,14500
1996,MRT,46,0,0
1996,MSR,0,4000,0
1996,MTQ,0,0,10
1996,MUS,3,0,0
1996,MYS,344,10263,52000
1996,NER,882,10475,0
1996,NGA,5913,42586,2000
1996,NIC,44,10724,10100
1996,NLD,66,7,0
1996,NOR,143,0,0
1996,NPL,926,153098,0
1996,NZL,1,2000,0
1996,PAK,385,1303651,174900
1996,PER,312,76822,55000
1996,PHL,316,137309,42150
1996,PLW,1,12004,0
1996,PNG,61,1837,0
1996,PRI,47,57405,512100
1996,PRK,116,3270200,2200000
1996,PRT,10,3050,13000
1996,PRY,23,2,0
1996,ROU,38,727,0
1996,RUS,303,235666,298400
1996,RWA,10,82106,0
1996,SAU,61,48,0
1996,SCG,12,0,0
1996,SDN,1038,282200,0
1996,SLE,518,200953,0
1996,SLV,12,0,10
1996,SOM,250,5657,0
1996,SWZ,80,0,0
1996,TCD,94,1317,0
1996,TGO,360,2619,0
1996,THA,112,5343436,150500
1996,TJK,0,187516,0
1996,TTO,0,200,0
1996,TUR,46,26603,30000
1996,TWN,153,117,1300000
1996,TZA,902,3000024,0
1996,UGA,70,0,0
1996,UKR,30,10050,0
1996,USA,764,248989,6163600
1996,VEN,30,51500,0
1996,VGB,0,3,2000
1996,VNM,1086,1051797,751420
1996,YEM,383,243310,1210000
1996,ZAF,203,7556,6860
1996,ZMB,116,228,0
1996,ZWE,1311,5.00E+05,0
1997,AFG,229,20830,10
1997,AGO,0,105000,0
1997,ALB,0,8000,0
1997,ARE,85,1,0
1997,ARG,0,12500,0
1997,ARM,4,22000,41333
1997,AUS,21,400,6700
1997,AUT,3,0,175000
1997,AZE,77,75009,25000
1997,AZO,29,55,16300
1997,BDI,21,24350,0
1997,BEL,11,55,0
1997,BEN,47,51226,0
1997,BFA,2274,17996,0
1997,BGD,802,4717979,229000
1997,BGR,0,200,0
1997,BIH,12,0,0
1997,BLR,5,21995,33000
1997,BLZ,22,0,0
1997,BOL,74,190734,70000
1997,BRA,93,88776,0
1997,CAN,48,30605,130000
1997,CHE,0,0,68500
1997,CHL,81,132451,230400
1997,CHN,2661,15841799,6402400
1997,CIV,21,0,0
1997,CMR,109,479,0
1997,COD,100,36917,0
1997,COG,83,485,0
1997,COK,19,1023,0
1997,COL,55,15003,3000
1997,CUB,116,35894,0
1997,CZE,29,102107,1850000
1997,DEU,30,5200,360000
1997,DJI,29,827,0
1997,DZA,5,3364,0
1997,ECU,248,83194,271000
1997,EGY,107,2436,17000
1997,ESP,72,2227,5000
1997,ETH,326,1051222,0
1997,FJI,25,3500,27000
1997,FRA,77,11415,10000
1997,GBR,46,1160,248400
1997,GEO,7,500,29500
1997,GHA,26,159,0
1997,GMB,120,793,0
1997,GNB,781,22299,0
1997,GRC,84,0,160000
1997,GTM,36,0,0
1997,GUM,228,6420,2.00E+05
1997,GUY,0,607200,29000
1997,HKG,81,255,10000
1997,HND,0,0,0
1997,HRV,0,0,0
1997,HTI,480,0,0
1997,HUN,0,0,10000
1997,IDN,1793,1103489,8089100
1997,IND,4052,30520296,281000
1997,IRN,2904,224645,231000
1997,IRQ,0,185,0
1997,ISR,88,0,40000
1997,ITA,127,38800,5324900
1997,JOR,2,0,1000
1997,JPN,28,67475,1.00E+05
1997,KAZ,0,608000,0
1997,KEN,1354,2543036,11800
1997,KGZ,22,1566,2000
1997,KHM,92,227,10
1997,KOR,29,135,1650
1997,KWT,2,200,0
1997,LKA,211,6753,420
1997,MAR,111,0,0
1997,MDA,9,2244,50000
1997,MDG,174,6.00E+05,53500
1997,MEX,578,821763,451800
1997,MLI,1098,9666,0
1997,MMR,103,137418,0
1997,MOZ,672,427201,50
1997,MRT,0,21400,0
1997,MSR,32,4000,8000
1997,MWI,10,400622,0
1997,MYS,136,28799,301000
1997,NER,275,10656,0
1997,NGA,280,0,0
1997,NIC,0,290000,2000
1997,NLD,2,100,0
1997,NOR,55,0,0
1997,NPL,104,1364,0
1997,NZL,3,340,0
1997,PAK,669,863484,0
1997,PER,909,612078,12000
1997,PHL,99,472004,7576
1997,PNG,92,515500,0
1997,POL,115,224512,3500000
1997,PRK,0,29000,10
1997,PRT,29,200,35000
1997,PRY,33,75077,1687
1997,ROU,51,122382,110000
1997,RUS,287,5302,174100
1997,SAU,343,1500,0
1997,SDN,70,100030,0
1997,SEN,20,29,800
1997,SGP,0,1200,0
1997,SLB,0,0,0
1997,SLE,121,2046,0
1997,SLV,4,2500,0
1997,SOM,2811,1233044,0
1997,SVK,0,0,60000
1997,SYC,5,1237,1700
1997,TCD,239,358835,0
1997,THA,373,50498,55000
1997,TJK,208,15618,0
1997,TON,0,3000,0
1997,TTO,0,217,25000
1997,TUR,111,61,0
1997,TWN,70,78,108300
1997,TZA,2546,52533,0
1997,UGA,120,253800,1000
1997,UKR,27,104,51000
1997,URY,75,500,0
1997,USA,345,204390,9589500
1997,VEN,99,22183,81000
1997,VNM,3779,4081197,887000
1997,VUT,100,0,0
1997,ZAF,81,363,0
1998,AFG,7353,165836,20000
1998,AGO,129,1113,0
1998,ALB,0,2100,0
1998,ARG,19,364000,1100000
1998,ARM,11,156,120
1998,ATG,2,2025,1.00E+05
1998,AUS,20,15175,384000
1998,AUT,11,0,0
1998,AZE,1,700010,0
1998,AZO,10,1100,72000
1998,BEL,1,140,10500
1998,BEN,78,420527,0
1998,BFA,26,21141,0
1998,BGD,1670,15449304,4300000
1998,BGR,3,323,0
1998,BLZ,9,60000,50
1998,BOL,187,18238,0
1998,BRA,132,10274420,159000
1998,BRN,0,0,2000
1998,CAF,0,9200,0
1998,CAN,293,13450,1500000
1998,CHE,0,0,1000
1998,CHN,5388,254901904,33282065
1998,CIV,37,80,0
1998,CMR,359,2236,1700
1998,COD,1202,13884,0
1998,COG,0,20000,59
1998,COL,172,100028,0
1998,COM,81,3200,0
1998,CPV,0,10000,0
1998,CRI,8,17150,114090
1998,CUB,29,967011,2180000
1998,CYP,52,792,0
1998,CZE,6,0,52000
1998,DEU,105,45,150000
1998,DJI,43,2000,0
1998,DMA,11,0,0
1998,DOM,372,975595,1981500
1998,ECU,118,3041,0
1998,EGY,45,94,0
1998,ESP,30,46675,163108
1998,ETH,21,24,15600
1998,FIN,11,33,0
1998,FJI,0,263455,0
1998,FRA,51,713,150000
1998,FSM,0,28800,0
1998,GBR,40,253300,1865400
1998,GHA,67,1546,0
1998,GIN,12,0,0
1998,GLP,0,0,5000
1998,GMB,0,1000,0
1998,GNB,203,1500,0
1998,GRC,17,1200,675000
1998,GTM,452,107653,748000
1998,HND,14617,2114452,3793600
1998,HTI,246,12151,180000
1998,IDN,1644,173228,1500400
1998,IND,10686,34529570,1007600
1998,IRL,2,0,50
1998,IRN,269,65947,148500
1998,IRQ,0,0,0
1998,ISR,0,1000,0
1998,ITA,221,4747,28700
1998,JPN,57,74027,3335500
1998,KAZ,21,593,0
1998,KEN,172,1382,0
1998,KGZ,112,9386,10800
1998,KHM,490,915069,0
1998,KNA,5,10000,4.00E+05
1998,KOR,530,125745,1508754
1998,LAO,40,0,0
1998,LBR,22,5560,0
1998,LKA,58,364485,0
1998,LTU,10,0,0
1998,MAR,101,0,0
1998,MDG,0,20000,0
1998,MEX,881,46383,611700
1998,MLI,3,6434,0
1998,MMR,58,20,0
1998,MNG,28,0,0
1998,MOZ,296,5100,0
1998,MRT,45,347,0
1998,MWI,21,15200,89
1998,MYS,143,7660,2000
1998,NAM,0,25000,1000
1998,NER,30,20000,0
1998,NGA,1446,107411,0
1998,NIC,3339,871822,987700
1998,NLD,0,2000,530100
1998,NPL,538,70372,27000
1998,NZL,0,200,75000
1998,PAK,1392,213850,0
1998,PAN,3,7500,50
1998,PER,215,36425,7000
1998,PHL,1029,9934399,242037
1998,PNG,2296,9867,0
1998,POL,73,1200,0
1998,PRI,0,0,1750000
1998,PRK,50,10172,0
1998,PRY,55,0,5000
1998,PYF,13,511,0
1998,ROU,111,13700,150000
1998,RUS,176,291264,446500
1998,RWA,77,2951,0
1998,SAU,118,250,0
1998,SCG,57,84,0
1998,SDN,3381,3622445,40000
1998,SEN,390,302709,0
1998,SLB,0,380,0
1998,SLE,125,1770,0
1998,SLV,475,85670,558100
1998,SOM,481,14564,0
1998,SVK,54,11667,45000
1998,SVN,0,700,0
1998,SWE,63,162,0
1998,SYR,37,12,0
1998,TCA,43,0,0
1998,TCD,0,1000,0
1998,TGO,239,34074,0
1998,THA,101,45,0
1998,TJK,83,41900,66000
1998,TKM,40,0,0
1998,TON,0,3571,0
1998,TTO,0,200,15000
1998,TUR,330,2832509,1550000
1998,TWN,287,650300,148000
1998,TZA,2617,45343,0
1998,UGA,30,141800,1600
1998,UKR,109,24617,1259
1998,URY,1,9300,5000
1998,USA,366,235764,15671550
1998,UZB,135,21448,0
1998,VEN,29,18,0
1998,VIR,0,0,1.00E+05
1998,VNM,722,2565772,121900
1998,VUT,0,2400,0
1998,YEM,250,3240,0
1998,ZAF,181,410,165000
1998,ZMB,0,1300000,20700
1998,ZWE,98,55440,0
1999,AFG,205,113162,0
1999,AGO,216,873,0
1999,AIA,0,150,50
1999,ARE,12,0,0
1999,ARG,94,64,0
1999,ATG,2,5957,0
1999,AUS,20,12748,2196300
1999,AUT,83,10082,73570
1999,AZE,1,9168,5000
1999,AZO,35,0,0
1999,BDI,86,1297244,0
1999,BEL,2,905,50486
1999,BEN,12,57710,215
1999,BFA,6,1560,0
1999,BGD,767,612980,0
1999,BGR,0,850,0
1999,BHS,1,0,450000
1999,BIH,0,1090,0
1999,BLR,56,2078,4380
1999,BOL,101,7995,0
1999,BRA,142,279,0
1999,BTN,0,0,3500
1999,CAF,14,46005,0
1999,CAN,19,5870,100
1999,CHE,66,6,2515000
1999,CHL,0,1000,280000
1999,CHN,2828,131416048,10128112
1999,CIV,53,71,0
1999,CMR,67,4115,0
1999,COD,44,78072,0
1999,COG,17,42099,0
1999,COL,1286,1360763,1857869
1999,COM,14,140,0
1999,CPV,18,0,0
1999,CRI,9,9993,1000
1999,CUB,18,255063,0
1999,DEU,30,1.00E+05,2186230
1999,DMA,0,715,0
1999,DNK,7,0,2604939
1999,DOM,16,0,0
1999,DZA,46,15933,60929
1999,ECU,0,24200,0
1999,EGY,222,238,0
1999,ERI,0,2300000,0
1999,ESP,35,44,3344004
1999,ETH,68,5047639,4900
1999,FJI,29,1772,3500
1999,FRA,218,3504439,12510790
1999,GBR,42,775,133680
1999,GEO,39,0,0
1999,GHA,136,325798,21000
1999,GIN,32,148,0
1999,GLP,4,899,0
1999,GMB,53,32000,0
1999,GNB,404,2169,0
1999,GRC,157,115139,4200000
1999,GRD,0,210,5500
1999,GTM,105,6577,1000
1999,HKG,5,704,0
1999,HND,34,503001,1500
1999,HTI,26,50,0
1999,HUN,48,133495,293400
1999,IDN,1045,37600,8700
1999,IND,12799,42053583,2994400
1999,IRL,8,700,1.00E+05
1999,IRN,291,37032904,3343000
1999,ISR,0,0,75000
1999,ITA,63,10,5510
1999,JOR,0,180000,0
1999,JPN,101,372083,5107000
1999,KAZ,0,166,0
1999,KEN,1966,23329899,0
1999,KHM,63,661253,500
1999,KIR,0,84000,0
1999,KNA,0,1180,41400
1999,KOR,145,30797,336000
1999,LAO,0,20000,0
1999,LBR,39,0,0
1999,LCA,0,200,0
1999,LKA,7,380936,0
1999,LSO,28,1862,0
1999,LTU,34,0,500
1999,LVA,6,0,500
1999,MAR,136,275162,9.00E+05
1999,MDA,0,3360,4000
1999,MDG,981,18228,0
1999,MDV,10,0,0
1999,MEX,979,827463,942900
1999,MLI,2,2200,0
1999,MMR,22,50000,0
1999,MOZ,23,70000,12400
1999,MRT,1,23977,0
1999,MTQ,0,600,0
1999,MUS,0,1000,175000
1999,MWI,0,2000,0
1999,MYS,1,2000,0
1999,NCL,0,0,0
1999,NER,63,25136,0
1999,NGA,1064,121121,0
1999,NIC,55,112800,500
1999,NIU,1,297,0
1999,NLD,13,200,0
1999,NOR,16,0,0
1999,NPL,409,23048,2000
1999,NZL,0,350,0
1999,PAK,816,2737880,257936
1999,PAN,1,895,0
1999,PER,197,500582,1100
1999,PHL,464,3493477,82281
1999,PNG,23,38000,43228
1999,POL,157,0,10000
1999,PRI,1,0,150000
1999,PRK,42,42135,2000
1999,PRY,12,42273,0
1999,PSE,14,20,0
1999,ROU,34,14106,60000
1999,RUS,357,738677,114236
1999,RWA,144,895170,0
1999,SAU,61,138,0
1999,SCG,35,71707,0
1999,SDN,444,286016,0
1999,SEN,187,95853,0
1999,SGP,1,11,0
1999,SLE,366,3231,0
1999,SLV,53,5480,1500
1999,SOM,27,185,0
1999,SPI,0,0,415000
1999,SVK,2,36148,113300
1999,SWE,3,0,160000
1999,SYR,62,329079,0
1999,TCD,0,173506,0
1999,TGO,0,65000,0
1999,THA,57,6283862,13267
1999,TJK,30,11092,6354
1999,TUR,18021,1584866,2.10E+07
1999,TWN,2265,108918,14100800
1999,TZA,201,629,0
1999,UGA,302,702205,0
1999,UKR,49,10,0
1999,URY,14,1047,250000
1999,USA,844,3060331,14792800
1999,UZB,36,2688,0
1999,VCT,0,100,0
1999,VEN,30043,543503,3160000
1999,VIR,3,0,180000
1999,VNM,893,7183314,309500
1999,VUT,44,14100,0
1999,YEM,10,19782,0
1999,ZAF,306,24258,44600
1999,ZMB,480,13106,0
1999,ZWE,67,462,0
2000,AFG,634,2582268,50
2000,AGO,294,79201,10000
2000,ARG,48,38570,3.00E+05
2000,ARM,0,297000,1.00E+05
2000,AUS,182,2159,535000
2000,AUT,168,12,20000
2000,AZE,52,3309,110000
2000,BDI,308,731191,0
2000,BEN,402,7842,0
2000,BGD,680,2853456,5.00E+05
2000,BGR,14,167,17650
2000,BHR,143,0,0
2000,BIH,50,814,158000
2000,BLR,0,0,30300
2000,BLZ,14,62570,277460
2000,BMU,18,0,0
2000,BOL,108,52359,0
2000,BRA,262,230291,75000
2000,BTN,200,1000,0
2000,BWA,3,138776,5000
2000,CAF,460,2582,0
2000,CAN,17,2840,13000
2000,CHE,26,1500,330000
2000,CHL,16,181667,40000
2000,CHN,2594,25402607,1491185
2000,CIV,209,20,0
2000,CMR,76,635,0
2000,COD,196,338,0
2000,COG,35,31,0
2000,COL,153,79457,0
2000,CRI,34,200,0
2000,CUB,2,675,0
2000,CYP,5,400,0
2000,CZE,0,0,80000
2000,DEU,31,121,0
2000,DJI,4,419,0
2000,DZA,70,215,0
2000,ECU,146,100687,0
2000,EGY,163,250,0
2000,ESP,87,1334,75000
2000,ETH,519,37840,2200
2000,FJI,4,0,0
2000,FRA,125,2531,0
2000,FSM,19,3431,0
2000,GBR,16,21544,7418150
2000,GEO,82,696000,2.00E+05
2000,GHA,13,0,0
2000,GIN,264,338,0
2000,GMB,21,116,0
2000,GNQ,1,100,0
2000,GRC,137,7503,3000
2000,GTM,89,3881,0
2000,GUF,10,5,0
2000,HKG,0,300,0
2000,HND,22,1185,0
2000,HRV,41,800,257750
2000,HTI,43,1200,0
2000,HUN,1,2000,55000
2000,IDN,1248,804629,240600
2000,IND,3457,100429097,1495500
2000,IRL,3,1374,1.00E+05
2000,IRN,199,9056,6000
2000,IRQ,15,7,0
2000,ISL,0,199,24000
2000,ISR,15,549,2750
2000,ITA,59,46022,8050000
2000,JAM,0,0,6000
2000,JOR,23,150212,0
2000,JPN,46,590998,9990000
2000,KAZ,0,2614,1500
2000,KEN,404,1317,0
2000,KGZ,11,0,0
2000,KHM,347,3448053,160000
2000,KOR,90,44283,132300
2000,LAO,87,459690,1000
2000,LBN,10,27,0
2000,LBR,13,112,0
2000,LBY,23,18,0
2000,LKA,52,775113,3000
2000,LSO,28,1834,0
2000,LVA,0,102,0
2000,MAR,97,1005,809
2000,MDA,2,2600000,31600
2000,MDG,153,1337499,9000
2000,MEX,324,73499,1000
2000,MHL,6,218,0
2000,MKD,0,0,13563
2000,MLI,87,97,0
2000,MNG,23,1521000,80000
2000,MOZ,875,4519987,420200
2000,MRT,13,0,0
2000,MWI,134,23447,1000
2000,MYS,84,9488,1000
2000,NAM,14,5058,0
2000,NER,192,5310,0
2000,NGA,1690,8441,6705
2000,NIC,9,15487,1000
2000,NLD,25,3000,256000
2000,NOR,19,630,0
2000,NPL,530,50662,6300
2000,NZL,0,0,1000
2000,PAK,349,453,0
2000,PAN,22,1000,1300
2000,PER,292,300,0
2000,PHL,1091,6425049,89758
2000,PNG,2,5000,0
2000,POL,84,0,0
2000,PRI,59,0,0
2000,PRK,46,627180,6.00E+06
2000,PRT,4,70,0
2000,PRY,45,10,0
2000,REU,2,600,0
2000,ROU,29,63831,600500
2000,RUS,493,99796,44865
2000,RWA,49,245,0
2000,SAU,181,499,0
2000,SCG,3,6082,0
2000,SDN,236,2002380,0
2000,SEN,13,210,0
2000,SGP,2,2022,0
2000,SLE,188,0,0
2000,SLV,87,752,0
2000,SOM,709,1575990,0
2000,SVK,6,0,0
2000,SWZ,32,273449,50
2000,SYR,10,6,0
2000,TCD,1209,9673,0
2000,THA,304,3368272,112573
2000,TJK,0,3006000,57000
2000,TKM,11,0,0
2000,TUN,13,0,0
2000,TUR,106,25803,41000
2000,TUV,18,0,0
2000,TWN,185,3231,285000
2000,TZA,135,3623,0
2000,UGA,439,14749,0
2000,UKR,90,48495,205000
2000,URY,7,5500,0
2000,USA,299,90890,5801600
2000,UZB,0,6.00E+05,50000
2000,VEN,15,27004,0
2000,VNM,649,5039591,291035
2000,YEM,46,293,0
2000,ZAF,418,97652,170000
2000,ZMB,163,13224,0
2000,ZWE,210,268932,72900
2001,AFG,507,204695,10
2001,AGO,360,40467,0
2001,ANT,15,4,0
2001,ARE,14,15,0
2001,ARG,65,256950,765000
2001,AUS,6,8608,321600
2001,BDI,12,0,0
2001,BEN,404,9767,0
2001,BFA,2978,20820,0
2001,BGD,703,730990,0
2001,BGR,2,0,0
2001,BHS,0,0,3.00E+05
2001,BIH,0,9000,0
2001,BLZ,30,20000,250000
2001,BOL,50,357255,121000
2001,BRA,127,1014958,50000
2001,CAF,346,4473,0
2001,CAN,12,1629,0
2001,CHE,35,9,0
2001,CHL,28,14980,8900
2001,CHN,2315,40371593,4449000
2001,CIV,215,3182,0
2001,CMR,61,2042,0
2001,COD,1144,24170,0
2001,COG,64,113,0
2001,COK,0,744,0
2001,COL,163,13747,0
2001,CRI,0,1437,0
2001,CUB,5,5900012,1.00E+05
2001,CYM,0,0,60000
2001,DEU,6,130,3.00E+05
