Year,Country,CountryName,Population,AverageTemperature,MinTemperature,MaxTemperature,GDP,Emissions,TotalDeaths,TotalAffected,TotalDamage,Meantemperature,AN_Temp,MeanGDP,AN_GDP,MeanCO2,AN_CO2,MeanPop,AN_POP
1968,ESP,Spain,33113134,13.93883333,13.71958333,14.15808333,31475548481,97.0172,0,0,0,14.11321384,0.174380503,4.70E+11,4.38E+11,212.3998415,115.3826415,38244689.89,5131555.887
1968,FRA,France,51276054,12.79775,12.55841667,13.03708333,1.30E+11,385.101,95,0,0,13.32412736,0.526377358,1.04E+12,9.09E+11,413.2225113,28.12151132,56972193.17,5696139.17
1968,GBR,United Kingdom,55211700,8.565916667,8.317083333,8.81475,1.05E+11,606.4883,53,0,0,8.956007862,0.390091195,1.01E+12,9.05E+11,581.3134792,-25.17482075,57367943.06,2156243.057
1968,IDN,Indonesia,108821564,25.95108333,25.75658333,26.14558333,7076465295,27.5626,252,0,0,26.15976993,0.208686594,1.83E+11,1.76E+11,199.246887,171.684287,178093963.5,69272399.48
1968,IND,India,529967317,23.86475,23.6085,24.121,52377324284,187.1046,7459,0,0,24.35244969,0.487699686,3.92E+11,3.40E+11,646.297066,459.192466,819442916.4,289475599.4
1968,ITA,Italy,53235750,12.84525,12.62391667,13.06658333,87942231678,249.1722,296,58563,0,13.25787264,0.412622642,8.47E+11,7.59E+11,368.5825604,119.4103604,55873572.26,2637822.264
1968,JPN,Japan,101061000,12.19041667,12.00933333,12.3715,1.47E+11,561.9126,0,0,0,12.46862107,0.278204403,2.50E+12,2.36E+12,954.1336679,392.2210679,116985539.1,15924539.09
1968,KOR,"Korea, Rep.",30838302,11.95641667,11.70916667,12.20366667,6117260076,37.1971,18,0,3000,12.40232862,0.44591195,3.30E+11,3.24E+11,240.3905358,203.1934358,39940599.32,9102297.321
1968,MEX,Mexico,48894019,20.31608333,20.09116667,20.541,2.94E+10,93.8872,55,0,0,20.90401101,0.587927673,3.63E+11,3.33E+11,280.9360774,187.0488774,78762835.77,29868816.77
1968,NGA,Nigeria,53505978,26.804,26.47033333,27.13766667,5200895982,6.6259,0,0,0,27.0908978,0.286897799,62434227185,57233331203,53.07827358,46.45237358,92269841.08,38763863.08
1968,PAK,Pakistan,55042397,20.34183333,20.08641667,20.59725,8090088555,20.8418,37,1075,0,21.07655818,0.734724843,52806213638,44716125083,65.45923962,44.61743962,100721180.1,45678783.06
1968,USA,United States,200706000,8.55325,8.36675,8.73975,9.43E+11,3828.3061,159,458,8000,9.135677673,0.582427673,5.95E+12,5.01E+12,4835.256547,1006.950447,244696395.8,43990395.77
1969,AUS,Australia,12263000,21.84758333,21.66491667,22.03025,36620002240,142.1238,0,0,0,22.01454717,0.166963836,3.26E+11,2.89E+11,252.3304792,110.2066792,16163360.87,3900360.868
1969,BGD,Bangladesh,63417394,25.25433333,25.02808333,25.48058333,8471006101,3.7493,849,199473,8329,25.28250472,0.028171384,35173952142,26702946041,18.18194528,14.43264528,98939874.21,35522480.21
1969,BRA,Brazil,92935072,25.28275,25.04266667,25.52283333,37458898244,84.1327,316,38305,5770,25.22883491,-0.053915094,5.22E+11,4.84E+11,210.8392,126.7065,137590674.3,44655602.28
1969,CAN,Canada,21028000,-4.502333333,-4.739083333,-4.265583333,77887510242,307.1192,38,0,0,-4.422849057,0.079484277,5.36E+11,4.58E+11,434.3247113,127.2055113,26407064.92,5379064.925
1969,CHN,China,796025000,6.456,6.265333333,6.646666667,79705906247,575.9447,0,0,0,7.139169811,0.683169811,1.13E+12,1.05E+12,2772.717077,2196.772377,1049505755,253480754.7
1969,ESP,Spain,33441054,13.21133333,12.98716667,13.4355,36038711600,96.7369,0,0,0,14.11321384,0.901880503,4.70E+11,4.34E+11,212.3998415,115.6629415,38244689.89,4803635.887
1969,FRA,France,51638260,12.8335,12.58741667,13.07958333,1.41E+11,413.7595,23,0,0,13.32412736,0.490627358,1.04E+12,8.98E+11,413.2225113,-0.536988679,56972193.17,5333933.17
1969,GBR,United Kingdom,55441750,8.467916667,8.2225,8.713333333,1.13E+11,628.3825,0,0,0,8.956007862,0.488091195,1.01E+12,8.97E+11,581.3134792,-47.06902075,57367943.06,1926193.057
1969,IDN,Indonesia,111800091,26.11308333,25.88241667,26.34375,8337423313,33.3622,0,250097,0,26.15976993,0.046686594,1.83E+11,1.75E+11,199.246887,165.884687,178093963.5,66293872.48
1969,IND,India,541505076,24.50116667,24.2305,24.77183333,57668330026,190.4004,815,280092,8330,24.35244969,-0.148716981,3.92E+11,3.35E+11,646.297066,455.896666,819442916.4,277937840.4
1969,ITA,Italy,53537950,12.62958333,12.40583333,12.85333333,97085082807,269.661,0,0,0,13.25787264,0.628289308,8.47E+11,7.50E+11,368.5825604,98.92156038,55873572.26,2335622.264
1969,JPN,Japan,103172000,11.849,11.66408333,12.03391667,1.72E+11,653.2154,100,0,0,12.46862107,0.619621069,2.50E+12,2.33E+12,954.1336679,300.9182679,116985539.1,13813539.09
1969,KOR,"Korea, Rep.",31544266,11.44808333,11.23008333,11.66608333,7675805108,42.4682,630,349226,0,12.40232862,0.954245283,3.30E+11,3.22E+11,240.3905358,197.9223358,39940599.32,8396333.321
1969,MEX,Mexico,50423481,20.95883333,20.755,21.16266667,3.25E+10,102.1762,76,0,0,20.90401101,-0.054822327,3.63E+11,3.30E+11,280.9360774,178.7598774,78762835.77,28339354.77
1969,NGA,Nigeria,54716735,27.21466667,26.96325,27.46608333,6634187316,12.0999,2000,80000,0,27.0908978,-0.123768868,62434227185,55800039869,53.07827358,40.97837358,92269841.08,37553106.08
1969,PAK,Pakistan,56542434,21.03416667,20.783,21.28533333,8632927257,20.2134,0,0,0,21.07655818,0.042391509,52806213638,44173286381,65.45923962,45.24583962,100721180.1,44178746.06
1969,USA,United States,202677000,8.770833333,8.59825,8.943416667,1.02E+12,4021.5026,830,0,1820000,9.135677673,0.36484434,5.95E+12,4.93E+12,4835.256547,813.7539472,244696395.8,42019395.77
1970,AUS,Australia,12507000,21.77575,21.59141667,21.96008333,41261059469,147.4798,13,0,72475,22.01454717,0.23879717,3.26E+11,2.85E+11,252.3304792,104.8506792,16163360.87,3656360.868
1970,BGD,Bangladesh,65047770,25.18658333,24.9345,25.43866667,8992721809,3.8032,0,13648110,111400,25.28250472,0.095921384,35173952142,26181230333,18.18194528,14.37874528,98939874.21,33892104.21
1970,BRA,Brazil,95326793,25.19108333,24.93066667,25.4515,42327600098,93.5305,0,0,0,25.22883491,0.037751572,5.22E+11,4.79E+11,210.8392,117.3087,137590674.3,42263881.28
1970,CAN,Canada,21324000,-5.103166667,-5.346666667,-4.859666667,87896095224,341.1772,119,0,0,-4.422849057,0.68031761,5.36E+11,4.48E+11,434.3247113,93.14751132,26407064.92,5083064.925
1970,CHN,China,818315000,6.568166667,6.377333333,6.759,92602973434,770.1672,10407,0,0,7.139169811,0.571003145,1.13E+12,1.03E+12,2772.717077,2002.549877,1049505755,231190754.7
1970,DEU,Germany,78169289,7.856083333,7.640833333,8.071333333,2.15E+11,1026.0223,0,0,0,8.871939922,1.015856589,1.74E+12,1.53E+12,971.3597326,-54.66256744,80087562.58,1918273.581
1970,ESP,Spain,33814531,13.72,13.50016667,13.93983333,40881655099,116.7665,52,0,0,14.11321384,0.393213836,4.70E+11,4.29E+11,212.3998415,95.63334151,38244689.89,4430158.887
1970,FRA,France,52035095,12.89925,12.65025,13.14825,1.48E+11,439.6251,258,0,0,13.32412736,0.424877358,1.04E+12,8.91E+11,413.2225113,-26.40258868,56972193.17,4937098.17
1970,GBR,United Kingdom,55663250,8.66975,8.416916667,8.922583333,1.31E+11,652.5774,0,0,0,8.956007862,0.286257862,1.01E+12,8.79E+11,581.3134792,-71.26392075,57367943.06,1704693.057
1970,IDN,Indonesia,114834780,26.06016667,25.85183333,26.2685,9150684932,35.7914,132,0,0,26.15976993,0.099603261,1.83E+11,1.74E+11,199.246887,163.455487,178093963.5,63259183.48
1970,IND,India,553578513,24.07408333,23.83783333,24.31033333,61589800520,194.729,0,0,0,24.35244969,0.278366352,3.92E+11,3.31E+11,646.297066,451.568066,819442916.4,265864403.4
1970,ITA,Italy,53821850,12.84058333,12.62583333,13.05533333,1.13E+11,296.3645,72,1301850,271500,13.25787264,0.417289308,8.47E+11,7.34E+11,368.5825604,72.21806038,55873572.26,2051722.264
1970,JPN,Japan,104345000,11.929,11.73666667,12.12133333,2.13E+11,767.9631,73,425,0,12.46862107,0.539621069,2.50E+12,2.29E+12,954.1336679,186.1705679,116985539.1,12640539.09
1970,KOR,"Korea, Rep.",32240827,11.71125,11.46458333,11.95791667,8999227202,53.7164,67,9500,0,12.40232862,0.691078616,3.30E+11,3.21E+11,240.3905358,186.6741358,39940599.32,7699772.321
1970,MEX,Mexico,52029861,20.49008333,20.26683333,20.71333333,3.55E+10,113.9507,35,0,0,20.90401101,0.413927673,3.63E+11,3.27E+11,280.9360774,166.9853774,78762835.77,26732974.77
1970,NGA,Nigeria,55981400,26.9465,26.67991667,27.21308333,12545849083,21.52,0,0,0,27.0908978,0.144397799,62434227185,49888378102,53.07827358,31.55827358,92269841.08,36288441.08
1970,PAK,Pakistan,58090759,21.18933333,20.91083333,21.46783333,10027088849,20.5044,0,1105,60,21.07655818,-0.112775157,52806213638,42779124789,65.45923962,44.95483962,100721180.1,42630421.06
1970,USA,United States,205052000,8.673,8.495416667,8.850583333,1.08E+12,4325.5008,0,0,0,9.135677673,0.462677673,5.95E+12,4.87E+12,4835.256547,509.7557472,244696395.8,39644395.77
1971,AUS,Australia,12937000,21.65433333,21.47633333,21.83233333,45138313361,152.6295,30,0,139219,22.01454717,0.360213836,3.26E+11,2.81E+11,252.3304792,99.70097925,16163360.87,3226360.868
1971,BGD,Bangladesh,66424744,24.63516667,24.32366667,24.94666667,8751842840,3.6061,163,0,0,25.28250472,0.64733805,35173952142,26422109302,18.18194528,14.57584528,98939874.21,32515130.21
1971,BRA,Brazil,97728961,24.6085,24.32841667,24.88858333,49204456700,102.3579,239,13000,5200,25.22883491,0.620334906,5.22E+11,4.72E+11,210.8392,108.4813,137590674.3,39861713.28
1971,CAN,Canada,21645535,-4.869583333,-5.099083333,-4.640083333,99271961478,352.2851,0,0,0,-4.422849057,0.446734277,5.36E+11,4.37E+11,434.3247113,82.03961132,26407064.92,4761529.925
1971,CHN,China,841105000,6.84625,6.670333333,7.022166667,99800958648,874.0164,0,0,0,7.139169811,0.292919811,1.13E+12,1.03E+12,2772.717077,1898.700677,1049505755,208400754.7
1971,DEU,Germany,78312842,8.600166667,8.382916667,8.817416667,2.49E+11,1037.2361,0,0,0,8.871939922,0.271773256,1.74E+12,1.49E+12,971.3597326,-65.87636744,80087562.58,1774720.581
1971,ESP,Spain,34224490,13.09158333,12.8755,13.30766667,46492797365,128.4585,0,0,155000,14.11321384,1.021630503,4.70E+11,4.23E+11,212.3998415,83.94134151,38244689.89,4020199.887
1971,FRA,France,52480421,12.86916667,12.61758333,13.12075,1.66E+11,463.1427,0,0,0,13.32412736,0.454960692,1.04E+12,8.73E+11,413.2225113,-49.92018868,56972193.17,4491772.17
1971,GBR,United Kingdom,55896223,9.0505,8.800833333,9.300166667,1.48E+11,660.3883,95,0,0,8.956007862,-0.094492138,1.01E+12,8.62E+11,581.3134792,-79.07482075,57367943.06,1471720.057
1971,IDN,Indonesia,117921998,25.79291667,25.58666667,25.99916667,9333536360,38.9554,0,0,0,26.15976993,0.366853261,1.83E+11,1.74E+11,199.246887,160.291487,178093963.5,60171965.48
1971,IND,India,566224812,23.634,23.41791667,23.85008333,66452561866,205.3295,11041,7065000,560000,24.35244969,0.718449686,3.92E+11,3.26E+11,646.297066,440.967566,819442916.4,253218104.4
1971,ITA,Italy,54073490,12.78891667,12.565,13.01283333,1.24E+11,311.0492,22,4220,41600,13.25787264,0.468955975,8.47E+11,7.23E+11,368.5825604,57.53336038,55873572.26,1800082.264
1971,JPN,Japan,105697000,11.98341667,11.81033333,12.1565,2.40E+11,796.5444,297,0,0,12.46862107,0.485204403,2.50E+12,2.26E+12,954.1336679,157.5892679,116985539.1,11288539.09
1971,KOR,"Korea, Rep.",32882704,11.92041667,11.6485,12.19233333,9889961112,58.5498,267,0,0,12.40232862,0.48191195,3.30E+11,3.20E+11,240.3905358,181.8407358,39940599.32,7057895.321
1971,MEX,Mexico,53718724,20.64033333,20.41925,20.86141667,3.92E+10,126.2114,17,0,0,20.90401101,0.263677673,3.63E+11,3.24E+11,280.9360774,154.7246774,78762835.77,25044111.77
1971,NGA,Nigeria,57295210,26.79616667,26.52133333,27.071,9181769912,32.2515,0,0,0,27.0908978,0.294731132,62434227185,53252457273,53.07827358,20.82677358,92269841.08,34974631.08
1971,PAK,Pakistan,59687140,20.96625,20.67325,21.25925,10602058190,19.4406,0,0,0,21.07655818,0.110308176,52806213638,42204155448,65.45923962,46.01863962,100721180.1,41034040.06
1971,USA,United States,207661000,8.4425,8.27425,8.61075,1.17E+12,4351.3087,248,0,0,9.135677673,0.693177673,5.95E+12,4.78E+12,4835.256547,483.9478472,244696395.8,37035395.77
1972,AUS,Australia,13177000,22.01208333,21.81633333,22.20783333,51954439252,157.3355,0,0,0,22.01454717,0.002463836,3.26E+11,2.74E+11,252.3304792,94.99497925,16163360.87,2986360.868
1972,BGD,Bangladesh,67597470,25.14383333,24.872,25.41566667,6288245867,3.5064,250,0,0,25.28250472,0.138671384,35173952142,28885706275,18.18194528,14.67554528,98939874.21,31342404.21
1972,BRA,Brazil,100143598,25.09733333,24.85525,25.33941667,58539008786,114.0143,39,51,0,25.22883491,0.131501572,5.22E+11,4.63E+11,210.8392,96.8249,137590674.3,37447076.28
1972,CAN,Canada,21993631,-6.802916667,-7.054833333,-6.551,1.13E+11,380.7866,67,0,0,-4.422849057,2.38006761,5.36E+11,4.23E+11,434.3247113,53.53811132,26407064.92,4413433.925
1972,CHN,China,862030000,6.814416667,6.640416667,6.988416667,1.14E+11,928.894,0,0,0,7.139169811,0.324753145,1.13E+12,1.01E+12,2772.717077,1843.823077,1049505755,187475754.7
1972,DEU,Germany,78688452,8.054833333,7.83675,8.272916667,2.99E+11,1041.4795,0,0,0,8.871939922,0.817106589,1.74E+12,1.44E+12,971.3597326,-70.11976744,80087562.58,1399110.581
1972,ESP,Spain,34604469,12.81066667,12.59283333,13.0285,58971806627,144.7162,0,0,0,14.11321384,1.30254717,4.70E+11,4.11E+11,212.3998415,67.68364151,38244689.89,3640220.887
1972,FRA,France,52959228,12.59441667,12.32091667,12.86791667,2.03E+11,481.6113,168,111,0,13.32412736,0.729710692,1.04E+12,8.36E+11,413.2225113,-68.38878868,56972193.17,4012965.17
1972,GBR,United Kingdom,56086065,8.4925,8.224333333,8.760666667,1.70E+11,648.0264,0,0,0,8.956007862,0.463507862,1.01E+12,8.40E+11,581.3134792,-66.71292075,57367943.06,1281878.057
1972,IDN,Indonesia,121059513,26.06191667,25.8325,26.29133333,10997590361,43.3065,0,0,0,26.15976993,0.097853261,1.83E+11,1.72E+11,199.246887,155.940387,178093963.5,57034450.48
1972,IND,India,579411513,24.27216667,23.99541667,24.54891667,70509913049,217.1819,0,0,0,24.35244969,0.080283019,3.92E+11,3.22E+11,646.297066,429.115166,819442916.4,240031403.4
1972,ITA,Italy,54381345,12.71683333,12.4915,12.94216667,1.45E+11,328.2375,1,450,0,13.25787264,0.541039308,8.47E+11,7.02E+11,368.5825604,40.34506038,55873572.26,1492227.264
1972,JPN,Japan,107188000,12.59216667,12.39091667,12.79341667,3.18E+11,852.1705,703,0,0,12.46862107,-0.123545597,2.50E+12,2.19E+12,954.1336679,101.9631679,116985539.1,9797539.094
1972,KOR,"Korea, Rep.",33505406,12.13383333,11.85341667,12.41425,10842220469,60.2773,797,0,0,12.40232862,0.268495283,3.30E+11,3.19E+11,240.3905358,180.1132358,39940599.32,6435193.321
1972,MEX,Mexico,55478151,20.975,20.75125,21.19875,4.52E+10,132.3287,249,101870,0,20.90401101,-0.070988994,3.63E+11,3.18E+11,280.9360774,148.6073774,78762835.77,23284684.77
1972,NGA,Nigeria,58662603,26.88575,26.61191667,27.15958333,12274416018,41.3876,21,100,0,27.0908978,0.205147799,62434227185,50159811167,53.07827358,11.69067358,92269841.08,33607238.08
1972,PAK,Pakistan,61338261,20.10016667,19.8195,20.38083333,9309109764,18.903,0,0,0,21.07655818,0.976391509,52806213638,43497103874,65.45923962,46.55623962,100721180.1,39382919.06
1972,USA,United States,209896000,8.428083333,8.24425,8.611916667,1.28E+12,4558.4526,1315,0,0,9.135677673,0.70759434,5.95E+12,4.67E+12,4835.256547,276.8039472,244696395.8,34800395.77
1973,AUS,Australia,13380000,22.41275,22.20733333,22.61816667,63721973094,170.8274,12,12000,71000,22.01454717,-0.39820283,3.26E+11,2.62E+11,252.3304792,81.50307925,16163360.87,2783360.868
1973,BGD,Bangladesh,68691185,25.26558333,24.97591667,25.55525,8086725729,4.5506,2327,0,0,25.28250472,0.016921384,35173952142,27087226413,18.18194528,13.63134528,98939874.21,30248689.21
1973,BRA,Brazil,102584278,25.16958333,24.94208333,25.39708333,79279057731,132.0196,20,0,16000,25.22883491,0.059251572,5.22E+11,4.42E+11,210.8392,78.8196,137590674.3,35006396.28
1973,CAN,Canada,22369408,-4.1795,-4.420416667,-3.938583333,1.31E+11,381.2647,0,0,0,-4.422849057,-0.243349057,5.36E+11,4.05E+11,434.3247113,53.06001132,26407064.92,4037656.925
1973,CHN,China,881940000,7.209583333,7.018416667,7.40075,1.39E+11,965.6466,0,0,0,7.139169811,-0.070413522,1.13E+12,9.87E+11,2772.717077,1807.070477,1049505755,167565754.7
1973,DEU,Germany,78936666,8.402833333,8.189833333,8.615833333,3.97E+11,1085.7363,0,0,0,8.871939922,0.469106589,1.74E+12,1.35E+12,971.3597326,-114.3765674,80087562.58,1150896.581
1973,ESP,Spain,34988947,13.42016667,13.19016667,13.65016667,78425934894,154.9573,519,0,0,14.11321384,0.69304717,4.70E+11,3.91E+11,212.3998415,57.44254151,38244689.89,3255742.887
1973,FRA,France,53441264,12.88716667,12.63541667,13.13891667,2.64E+11,517.5783,254,0,0,13.32412736,0.436960692,1.04E+12,7.75E+11,413.2225113,-104.3557887,56972193.17,3530929.17
1973,GBR,United Kingdom,56194527,8.7935,8.540166667,9.046833333,1.93E+11,659.5773,58,164,0,8.956007862,0.162507862,1.01E+12,8.17E+11,581.3134792,-78.26382075,57367943.06,1173416.057
1973,IDN,Indonesia,124242298,26.22183333,25.97766667,26.466,16273253012,49.0986,1702,0,0,26.15976993,-0.062063406,1.83E+11,1.67E+11,199.246887,150.148287,178093963.5,53851665.48
1973,IND,India,593058926,24.38658333,24.1575,24.61566667,84374541630,223.6023,309,0,0,24.35244969,-0.034133648,3.92E+11,3.08E+11,646.297066,422.694766,819442916.4,226383990.4
1973,ITA,Italy,54751406,12.7985,12.57758333,13.01941667,1.75E+11,353.3492,38,5000,480000,13.25787264,0.459372642,8.47E+11,6.72E+11,368.5825604,15.23336038,55873572.26,1122166.264
1973,JPN,Japan,108079000,12.41475,12.20808333,12.62141667,4.32E+11,914.2657,128,0,0,12.46862107,0.053871069,2.50E+12,2.07E+12,954.1336679,39.86796792,116985539.1,8906539.094
1973,KOR,"Korea, Rep.",34103149,12.43241667,12.19841667,12.66641667,13841885921,73.0319,0,0,0,12.40232862,-0.03008805,3.30E+11,3.16E+11,240.3905358,167.3586358,39940599.32,5837450.321
1973,MEX,Mexico,57280587,20.49616667,20.25683333,20.7355,5.53E+10,144.1564,647,0,0,20.90401101,0.40784434,3.63E+11,3.08E+11,280.9360774,136.7796774,78762835.77,21482248.77
1973,NGA,Nigeria,60110433,27.472,27.16058333,27.78341667,15162871287,49.5323,176,0,0,27.0908978,-0.381102201,62434227185,47271355898,53.07827358,3.545973585,92269841.08,32159408.08
1973,PAK,Pakistan,63059481,20.73958333,20.41216667,21.067,6324884129,20.0085,474,4800000,661500,21.07655818,0.336974843,52806213638,46481329509,65.45923962,45.45073962,100721180.1,37661699.06
1973,USA,United States,211909000,8.934666667,8.73275,9.136583333,1.43E+12,4762.4522,0,0,0,9.135677673,0.201011006,5.95E+12,4.52E+12,4835.256547,72.80434717,244696395.8,32787395.77
1974,AUS,Australia,13723000,21.23808333,21.02558333,21.45058333,88809137804,172.1894,0,0,0,22.01454717,0.776463836,3.26E+11,2.37E+11,252.3304792,80.14107925,16163360.87,2440360.868
1974,BGD,Bangladesh,69884420,25.0395,24.729,25.35,12512460520,4.6566,0,0,0,25.28250472,0.243004717,35173952142,22661491622,18.18194528,13.52534528,98939874.21,29055454.21
1974,BRA,Brazil,105069367,24.5815,24.37325,24.78975,1.05E+11,142.9273,2015,0,0,25.22883491,0.647334906,5.22E+11,4.17E+11,210.8392,67.9119,137590674.3,32521307.28
1974,CAN,Canada,22774087,-5.641083333,-5.873833333,-5.408333333,1.60E+11,389.6052,0,0,0,-4.422849057,1.218234277,5.36E+11,3.76E+11,434.3247113,44.71951132,26407064.92,3632977.925
1974,CHN,China,900350000,6.659416667,6.457583333,6.86125,1.44E+11,985.0852,20000,0,0,7.139169811,0.479753145,1.13E+12,9.82E+11,2772.717077,1787.631877,1049505755,149155754.7
1974,DEU,Germany,78967433,8.970416667,8.778916667,9.161916667,4.44E+11,1062.7243,0,0,0,8.871939922,-0.098476744,1.74E+12,1.30E+12,971.3597326,-91.36456744,80087562.58,1120129.581
1974,ESP,Spain,35373335,13.32416667,13.09025,13.55808333,97009800115,172.6656,4,129,0,14.11321384,0.78904717,4.70E+11,3.73E+11,212.3998415,39.73424151,38244689.89,2871354.887
1974,FRA,France,53882416,13.04041667,12.8065,13.27433333,2.86E+11,500.0189,346,0,0,13.32412736,0.283710692,1.04E+12,7.53E+11,413.2225113,-86.79638868,56972193.17,3089777.17
1974,GBR,United Kingdom,56229974,8.760166667,8.520666667,8.999666667,2.06E+11,617.1839,29,3100,0,8.956007862,0.195841195,1.01E+12,8.04E+11,581.3134792,-35.87042075,57367943.06,1137969.057
1974,IDN,Indonesia,127465231,25.89708333,25.65475,26.13941667,25802409639,51.2272,10,2000,0,26.15976993,0.262686594,1.83E+11,1.57E+11,199.246887,148.019687,178093963.5,50628732.48
1974,IND,India,607050255,24.17575,23.97916667,24.37233333,98198276857,231.1847,280,0,0,24.35244969,0.176699686,3.92E+11,2.94E+11,646.297066,415.112366,819442916.4,212392661.4
1974,ITA,Italy,55110868,12.80758333,12.58441667,13.03075,1.99E+11,358.2531,0,0,0,13.25787264,0.450289308,8.47E+11,6.48E+11,368.5825604,10.32946038,55873572.26,762704.2642
1974,JPN,Japan,110162000,11.7905,11.58558333,11.99541667,4.80E+11,914.3068,0,0,0,12.46862107,0.678121069,2.50E+12,2.02E+12,954.1336679,39.82686792,116985539.1,6823539.094
1974,KOR,"Korea, Rep.",34692266,11.38833333,11.1595,11.61716667,19482038223,75.6331,88,0,0,12.40232862,1.013995283,3.30E+11,3.10E+11,240.3905358,164.7574358,39940599.32,5248333.321
1974,MEX,Mexico,59088193,20.6315,20.402,20.861,7.20E+10,154.8687,13,0,0,20.90401101,0.272511006,3.63E+11,2.91E+11,280.9360774,126.0673774,78762835.77,19674642.77
1974,NGA,Nigeria,61673559,26.59266667,26.2965,26.88883333,24846641318,62.2355,0,0,0,27.0908978,0.498231132,62434227185,37587585867,53.07827358,-9.157226415,92269841.08,30596282.08
1974,PAK,Pakistan,64870833,20.43516667,20.15508333,20.71525,8773030424,21.3874,4740,0,0,21.07655818,0.641391509,52806213638,44033183214,65.45923962,44.07183962,100721180.1,35850347.06
1974,USA,United States,213854000,8.815916667,8.630166667,9.001666667,1.55E+12,4592.9583,386,0,0,9.135677673,0.319761006,5.95E+12,4.40E+12,4835.256547,242.2982472,244696395.8,30842395.77
1975,AUS,Australia,13893000,21.69266667,21.47075,21.91458333,97147343985,175.7139,0,0,0,22.01454717,0.321880503,3.26E+11,2.29E+11,252.3304792,76.61657925,16163360.87,2270360.868
1975,BGD,Bangladesh,71305923,25.14391667,24.80375,25.48408333,19448348073,4.8651,0,0,0,25.28250472,0.13858805,35173952142,15725604069,18.18194528,13.31684528,98939874.21,27633951.21
1975,BRA,Brazil,107612100,24.67675,24.466,24.8875,1.24E+11,150.5137,0,828707,0,25.22883491,0.552084906,5.22E+11,3.98E+11,210.8392,60.3255,137590674.3,29978574.28
1975,CAN,Canada,23209000,-4.945666667,-5.199,-4.692333333,1.74E+11,396.7727,43,0,0,-4.422849057,0.52281761,5.36E+11,3.62E+11,434.3247113,37.55201132,26407064.92,3198064.925
1975,CHN,China,916395000,7.100916667,6.89825,7.303583333,1.63E+11,1142.1019,30500,0,0,7.139169811,0.038253145,1.13E+12,9.63E+11,2772.717077,1630.615177,1049505755,133110754.7
1975,DEU,Germany,78673554,9.093666667,8.871166667,9.316166667,4.89E+11,1002.4439,0,0,0,8.871939922,-0.221726744,1.74E+12,1.25E+12,971.3597326,-31.08416744,80087562.58,1414008.581
1975,ESP,Spain,35757900,13.37425,13.14041667,13.60808333,1.14E+11,181.0535,28,0,0,14.11321384,0.738963836,4.70E+11,3.56E+11,212.3998415,31.34634151,38244689.89,2486789.887
1975,FRA,France,54252574,12.9625,12.70558333,13.21941667,3.61E+11,447.806,0,0,0,13.32412736,0.361627358,1.04E+12,6.78E+11,413.2225113,-34.58348868,56972193.17,2719619.17
1975,GBR,United Kingdom,56225800,9.077916667,8.827166667,9.328666667,2.42E+11,603.2474,76,83,0,8.956007862,-0.121908805,1.01E+12,7.68E+11,581.3134792,-21.93392075,57367943.06,1142143.057
1975,IDN,Indonesia,130724115,25.8985,25.654,26.143,30463855422,53.9337,0,0,0,26.15976993,0.261269928,1.83E+11,1.53E+11,199.246887,145.313187,178093963.5,47369848.48
1975,IND,India,621301720,23.86216667,23.61491667,24.10941667,97159222024,251.1933,1291,0,0,24.35244969,0.490283019,3.92E+11,2.95E+11,646.297066,395.103766,819442916.4,198141196.4
1975,ITA,Italy,55441001,12.93716667,12.6825,13.19183333,2.27E+11,341.0526,12,0,0,13.25787264,0.320705975,8.47E+11,6.20E+11,368.5825604,27.52996038,55873572.26,432571.2642
1975,JPN,Japan,111940000,12.337,12.12391667,12.55008333,5.22E+11,868.5114,98,0,0,12.46862107,0.131621069,2.50E+12,1.98E+12,954.1336679,85.62226792,116985539.1,5045539.094
1975,KOR,"Korea, Rep.",35280725,12.615,12.37566667,12.85433333,21704752066,81.784,0,0,0,12.40232862,-0.212671384,3.30E+11,3.08E+11,240.3905358,158.6065358,39940599.32,4659874.321
1975,MEX,Mexico,60872399,20.44933333,20.21283333,20.68583333,8.80E+10,164.3327,52,0,0,20.90401101,0.454677673,3.63E+11,2.75E+11,280.9360774,116.6033774,78762835.77,17890436.77
1975,NGA,Nigeria,63373572,26.5085,26.22866667,26.78833333,27778934625,47.3517,0,0,0,27.0908978,0.582397799,62434227185,34655292560,53.07827358,5.726573585,92269841.08,28896269.08
1975,PAK,Pakistan,66787901,20.11458333,19.81866667,20.4105,11340000242,23.1878,14,0,0,21.07655818,0.961974843,52806213638,41466213396,65.45923962,42.27143962,100721180.1,33933279.06
1975,USA,United States,215973000,8.431,8.225,8.637,1.69E+12,4400.795,246,0,0,9.135677673,0.704677673,5.95E+12,4.26E+12,4835.256547,434.4615472,244696395.8,28723395.77
1976,AUS,Australia,14033000,21.19341667,20.9765,21.41033333,1.05E+11,174.0747,0,0,0,22.01454717,0.821130503,3.26E+11,2.21E+11,252.3304792,78.25577925,16163360.87,2130360.868
1976,BGD,Bangladesh,72999136,25.20216667,24.89466667,25.50966667,10117113333,5.5641,215,4000200,0,25.28250472,0.08033805,35173952142,25056838809,18.18194528,12.61784528,98939874.21,25940738.21
